message_id,subject,player_id_0,player_id_1,player_id_2,player_id_3,player_id_4,team_id_0,team_id_1,team_id_2,team_id_3,team_id_4,league_id_0,league_id_1,importance,message_type,hype,sender_type,sender_id,recipient_id,trade_id,date,deleted,notify,ongoing_story_id,text_is_modified
45,"BNN Stats: Batting Leaders at Right Field",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,5,0,0,0,"2034-1-23",0,1,-1,0
46,"Personal Message from Owner Nick Gonzalez: Financial Update",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,"2034-1-24",0,1,-1,0
47,"FBL News: Pre-Season Begins",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2034-1-24",0,1,-1,0
48,"Columbus Inks Star SP to $64,800,000 Deal",9719,0,0,0,0,21,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-1-24",0,1,-1,0
49,"$19,600,000 Lands LF Graf for Predators",14804,0,0,0,0,29,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-1-24",0,1,-1,0
50,"Memphis Wins Lottery for C Cortez",14916,0,0,0,0,4,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-1-24",0,1,-1,0
51,"Jacksonville Sends Trujillo to Memphis",15242,21058,24856,17881,0,12,4,0,0,0,100,0,3,1,3,5,12,0,0,"2034-1-29",0,1,-1,0
52,"Off-Field Accident Sidelines Amico ",26448,0,0,0,0,324,0,0,0,0,108,0,3,8,1,5,324,0,-5,"2034-1-30",0,1,-1,0
53,"BNN Stats: Starting Pitching Rookie Leaders",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,5,0,0,0,"2034-1-30",0,1,-1,0
54,"BNN Stats: Starting Pitching Rookie Leaders",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,5,0,0,0,"2034-1-30",0,1,-1,0
55,"BNN Stats: Batting Split Stats Leaders",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-1-30",0,1,-1,0
56,"BNN Stats: Active Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,5,0,0,0,"2034-1-30",0,1,-1,0
57,"BNN Stats: Honestly, It's Just Muscles",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,5,0,0,0,"2034-1-30",0,1,-1,0
58,"Seattle Wins Lottery for CL Aguilar",14896,0,0,0,0,23,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-2-1",0,1,-1,0
59,"Dingos, Underdogs Make Trade",15960,20428,0,0,0,27,11,0,0,0,100,0,3,1,3,5,27,0,0,"2034-2-3",0,1,-1,0
60,"Veteran Sandifer, Albuquerque Complete Deal",6711,0,0,0,0,11,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-2-4",0,1,-1,0
61,"New Orleans-Dallas Deal: Michael for Lazio",15227,15654,10105,0,0,22,7,0,0,0,100,0,3,1,3,5,22,0,0,"2034-2-5",0,1,-1,0
62,"Orioles First Baseman Hurt in Off-Field Mishap",20808,0,0,0,0,342,0,0,0,0,108,0,3,8,1,5,342,0,-5,"2034-2-6",0,1,-1,0
63,"BNN Stats: Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,5,0,0,0,"2034-2-6",0,1,-1,0
64,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,5,0,0,0,"2034-2-6",0,1,-1,0
65,"BNN Stats: Honestly, It's Just Muscles",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,5,0,0,0,"2034-2-6",0,1,-1,0
66,"BNN Stats: Does Age Matter?",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-2-6",0,1,-1,0
67,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,5,0,0,0,"2034-2-6",0,1,-1,0
68,"BNN Stats: Active Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,5,0,0,0,"2034-2-6",0,1,-1,0
69,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,5,0,0,0,"2034-2-6",0,1,-1,0
70,"$8,300,000 Lands RF Thomas for Eagles",12860,0,0,0,0,24,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-2-13",0,1,-1,0
71,"BNN Stats: Active Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,5,0,0,0,"2034-2-13",0,1,-1,0
72,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,5,0,0,0,"2034-2-13",0,1,-1,0
73,"BNN Stats: Active Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-2-13",0,1,-1,0
74,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-2-13",0,1,-1,0
75,"BNN Stats: Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,5,0,0,0,"2034-2-13",0,1,-1,0
76,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,5,0,0,0,"2034-2-13",0,1,-1,0
77,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,5,0,0,0,"2034-2-13",0,1,-1,0
78,"Recovery Slow For Black Knights Ken Ingram",21422,0,0,0,0,4,0,0,0,0,100,0,3,8,1,5,4,0,0,"2034-2-17",0,1,-1,0
79,"Players are disappointed to see Fred Lahm leave",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,"2034-2-17",0,1,-1,0
80,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
81,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
82,"BNN Stats: Batting Split Stats Leaders",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
83,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
84,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
85,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
86,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
87,"BNN Stats: Active Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,5,0,0,0,"2034-2-20",0,1,-1,0
88,"SP Adam Rucker: Contract Negotiation Update",1353,0,0,0,0,13,0,0,0,0,0,0,0,2,0,2,1353,1,0,"2034-2-22",0,1,-1,0
89,"Torres Walks Out to Music For At Least One More Year",107,0,0,0,0,20,0,0,0,0,100,0,3,3,0,5,0,0,0,"2034-2-23",0,1,-1,0
90,"FBL News: Spring Training Begins",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2034-2-23",0,1,-1,0
91,"Horsemen Officials Deny Talks with Guerrero",12402,0,0,0,0,3,0,0,0,0,100,0,3,2,1,5,0,0,0,"2034-2-23",0,1,-1,0
92,"Trade Proposal from Las Vegas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,"2034-2-23",0,1,-1,0
93,"Rumor: Brennan Meeting with Underdogs",11730,0,0,0,0,11,0,0,0,0,100,0,3,2,1,5,0,0,0,"2034-2-24",0,1,-1,0
94,"Flores Misses Time with Day-to-Day Injury",20415,0,0,0,0,23,0,0,0,0,100,0,3,8,1,5,23,0,-5,"2034-2-24",0,1,-1,0
95,"$2,360,000 Lands LF Reza for Bucs",12372,0,0,0,0,9,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-2-26",0,1,-1,0
96,"Valadez Receives Updated Diagnosis",24230,0,0,0,0,23,0,0,0,0,100,0,3,8,1,5,23,0,-5,"2034-2-26",0,1,-1,0
97,"BNN Stats: Active Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
98,"BNN Stats: Size Matters",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
99,"BNN Stats: Active Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
100,"BNN Stats: Active Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
101,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
102,"BNN Stats: Rookie Batting Leaders",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
103,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
104,"BNN Stats: Active Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,5,0,0,0,"2034-2-27",0,1,-1,0
105,"Williams Brushes Off Prairie Thunder Rumors",9867,0,0,0,0,30,0,0,0,0,100,0,3,2,1,5,0,0,0,"2034-2-27",0,1,-1,0
106,"Pellot Misbehaves, Suspended 3 Games",23186,0,0,0,0,24,0,0,0,0,100,0,3,3,1,5,24,0,0,"2034-2-27",0,1,-1,0
107,"Jose Valenzuela Injury Diagnosis",16729,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,13,1,-5,"2034-3-1",0,1,-1,0
108,"Soriano Set to Miss 4 Weeks",17968,0,0,0,0,2,0,0,0,0,100,0,3,8,1,5,2,0,-5,"2034-3-1",0,1,-1,0
109,"FHS1 News: Pre-Season Begins",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,3,106,-1,0,"2034-3-2",0,1,-1,0
110,"FHS2 News: Pre-Season Begins",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,3,107,-1,0,"2034-3-2",0,1,-1,0
111,"FCOL News: Pre-Season Begins",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,3,108,-1,0,"2034-3-2",0,1,-1,0
112,"McGaughey Expected to Miss 6-7 Weeks",12938,0,0,0,0,30,0,0,0,0,100,0,3,8,1,5,30,0,-5,"2034-3-2",0,1,-1,0
113,"No News Yet on Fresno-Guerrero Talks",12402,0,0,0,0,6,0,0,0,0,100,0,3,2,1,5,0,0,0,"2034-3-2",0,1,-1,0
114,"SP Adam Rucker: Contract Signed",1353,0,0,0,0,13,0,0,0,0,0,0,0,2,0,2,1353,1,0,"2034-3-4",0,1,-1,0
115,"Veteran Rucker Signs 1-Year Deal",1353,0,0,0,0,13,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-3-4",0,1,-1,0
116,"Setback For Sabres and Pedro Vivar",3969,0,0,0,0,13,0,0,0,0,100,0,3,8,1,5,13,0,0,"2034-3-4",0,1,-1,0
117,"Pedro Vivar Suffers Setback",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,"2034-3-4",0,1,-1,0
118,"$1,900,000 Lands RP Moreno for Yaks",6207,0,0,0,0,8,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-3-5",0,1,-1,0
119,"BNN Stats: Batting Split Stats Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2034-3-6",0,1,-1,0
120,"BNN Stats: Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,5,0,0,0,"2034-3-6",0,1,-1,0
121,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,5,0,0,0,"2034-3-6",0,1,-1,0
122,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,5,0,0,0,"2034-3-6",0,1,-1,0
123,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-3-6",0,1,-1,0
124,"BNN Stats: Rookie Batting Leaders",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-3-6",0,1,-1,0
125,"Xavier Brundidge Finds New Weightlifting Regiment in Ozark Mountains",18208,0,0,0,0,12,0,0,0,0,100,0,3,3,0,5,0,0,0,"2034-3-6",0,1,-1,0
126,"Ray Bois Gets Diagnosis, Out 6-7 Weeks",16249,0,0,0,0,23,0,0,0,0,100,0,3,8,1,5,23,0,-5,"2034-3-7",0,1,-1,0
127,"Latest Injury Report on Berrios",20641,0,0,0,0,5,0,0,0,0,100,0,3,8,1,5,5,0,-5,"2034-3-7",0,1,-1,0
128,"FAAA News: Pre-Season Begins",0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,3,101,-1,0,"2034-3-8",0,1,-1,0
129,"FAA News: Pre-Season Begins",0,0,0,0,0,0,0,0,0,0,102,0,3,0,1,3,102,-1,0,"2034-3-12",0,1,-1,0
130,"FA News: Pre-Season Begins",0,0,0,0,0,0,0,0,0,0,103,0,3,0,1,3,103,-1,0,"2034-3-12",0,1,-1,0
131,"No Comeback This Season for Keller",13003,0,0,0,0,1,0,0,0,0,100,0,3,8,1,5,1,0,-5,"2034-3-12",0,1,-1,0
132,"Season Over for Izquierdo",17889,0,0,0,0,2,0,0,0,0,100,0,3,8,1,5,2,0,-5,"2034-3-13",0,1,-1,0
133,"BNN Stats: It's All About Experience",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2034-3-13",0,1,-1,0
134,"BNN Stats: Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-3-13",0,1,-1,0
135,"BNN Stats: Batting Leaders at Third Base",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-3-13",0,1,-1,0
136,"Stephen Gregory Injury Diagnosis",17693,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,13,1,-5,"2034-3-14",0,1,-1,0
137,"FYI / Scout Lillie Returns from Dominican Republic Assignment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-3-16",0,1,-1,0
138,"Adam Rucker Injury Diagnosis",1353,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,13,1,-5,"2034-3-18",0,1,-1,0
139,"Off-Field Accident Sidelines Doty ",26836,0,0,0,0,305,0,0,0,0,107,0,3,8,1,5,305,0,-5,"2034-3-18",0,1,-1,0
140,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2034-3-20",0,1,-1,0
141,"BNN Stats: Size Matters",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-3-20",0,1,-1,0
142,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-3-20",0,1,-1,0
143,"Marco Fernandez Injury Diagnosis",7148,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,13,1,-5,"2034-3-21",0,1,-1,0
144,"Spinners Lose Kurt Carroll",21219,0,0,0,0,26,0,0,0,0,100,0,3,8,1,5,26,0,-5,"2034-3-21",0,1,-1,0
145,"Trade Proposal from Mesa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,24,"2034-3-22",0,1,-1,0
146,"Injury Derails Season for Hudson",15871,0,0,0,0,23,0,0,0,0,100,0,3,8,1,5,23,0,-5,"2034-3-23",0,1,-1,0
147,"Dominican Republic Yields Fruit upon Lillie's Return",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-3-23",0,1,-1,0
148,"RP Brennan and Predators Reportedly Talking",11730,0,0,0,0,29,0,0,0,0,100,0,3,2,1,5,0,0,0,"2034-3-24",0,1,-1,0
149,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2034-3-27",0,1,-1,0
150,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,104,0,3,0,1,5,0,0,0,"2034-3-27",0,1,-1,0
151,"BNN Stats: Reliever Split Stats Leaders",0,0,0,0,0,0,0,0,0,0,105,0,3,0,1,5,0,0,0,"2034-3-27",0,1,-1,0
152,"Marco Fernandez - Recovery Unclear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,"2034-3-28",0,1,-1,0
153,"Trade Proposal from Omaha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,"2034-3-28",0,1,-1,0
154,"Career Over, Chula Vista's Campbell Suffers Setback",9401,0,0,0,0,152,0,0,0,0,105,0,3,8,3,5,152,0,0,"2034-3-29",0,1,-1,0
155,"Injured Lingerfelt Out 3 Weeks",14430,0,0,0,0,11,0,0,0,0,100,0,3,8,1,5,11,0,-5,"2034-3-29",0,1,-1,0
156,"Trade Proposal from Sacramento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,3,"2034-3-29",0,1,-1,0
157,"Personal Message from Owner Nick Gonzalez: Season Expectation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,"2034-3-30",0,1,-1,0
158,"Top 100 Prospects List Published",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,100,-1,0,"2034-3-30",0,1,-1,0
159,"FBL News: Opening Day",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2034-3-30",0,1,-1,0
160,"Jacksonville Announces Deal for Veteran RP",457,0,0,0,0,12,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-3-30",0,1,-1,0
161,"Veteran Harmon Agrees to 1-Year Deal",3388,0,0,0,0,8,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-3-30",0,1,-1,0
162,"It's Official: RP Santillan Signs with Ocelots",18804,0,0,0,0,14,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-3-30",0,1,-1,0
163,"Lillie Reports on Upcoming Opponent: Cleveland White Knights",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-3-30",0,1,-1,0
164,"Dallas, Mesa Make Trade ",17973,24498,20357,20837,0,7,25,0,0,0,100,0,3,1,3,5,7,0,0,"2034-3-30",0,1,-1,0
165,"Star CL Lamb Settles on Seattle",10019,0,0,0,0,23,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-3-31",0,1,-1,0
166,"It's Official: RP Guerrero Signs with Bucs",12402,0,0,0,0,9,0,0,0,0,100,0,3,2,2,5,0,0,0,"2034-3-31",0,1,-1,0
167,"FHS1 News: Opening Day",0,0,0,0,0,0,0,0,0,0,106,0,3,0,1,3,106,-1,0,"2034-4-1",0,1,-1,0
168,"FHS2 News: Opening Day",0,0,0,0,0,0,0,0,0,0,107,0,3,0,1,3,107,-1,0,"2034-4-1",0,1,-1,0
169,"FCOL News: Opening Day",0,0,0,0,0,0,0,0,0,0,108,0,3,0,1,3,108,-1,0,"2034-4-1",0,1,-1,0
170,"Player Development Update",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-4-1",0,1,-1,0
171,"Tim Accola Claimed Off Waiver Wire",15492,0,0,0,0,30,0,0,0,0,100,0,3,3,0,5,0,0,0,"2034-4-1",0,1,-1,0
172,"Carlos Belts Bunch of Base Hits",7093,0,0,0,0,332,325,0,0,0,108,0,3,4,2,5,332,0,0,"2034-4-1",0,1,-1,0
173,"Ridin' High: Eckert Hits for Cycle",11882,0,0,0,0,243,250,0,0,0,106,0,3,4,2,5,243,0,0,"2034-4-2",0,1,-1,0
174,"Mounties Eckert Smacks 5 Hits",11882,0,0,0,0,243,250,0,0,0,106,0,3,4,2,5,243,0,0,"2034-4-2",0,1,-1,0
175,"Brooklyn HS Snaps Davis's Streak at 23",9994,0,0,0,0,198,195,0,0,0,106,0,3,4,3,5,198,0,0,"2034-4-2",0,1,-1,0
176,"Lillie Reports on Upcoming Opponent: Jacksonville Swarm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1,0,"2034-4-3",0,1,-1,0
177,"Weekly Team Power Rankings",0,0,0,0,0,3,0,0,0,0,100,0,3,0,2,5,0,0,0,"2034-4-3",0,1,-1,0
178,"Weekly Team Power Rankings",0,0,0,0,0,202,0,0,0,0,106,0,3,0,2,5,0,0,0,"2034-4-3",0,1,-1,0
