league_id,start_date,type,event_over,deleted,name,gender,needs_human_action
103,"2034-9-11",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
103,"2034-9-11",13,0,0,"Regular Season Ends",0,0
103,"2034-10-13",16,0,0,"Offseason starts",0,0
103,"2034-10-21",25,0,0,"Great Glove Award announced",0,0
103,"2034-10-22",32,0,0,"Reliever of the Year Award announced",0,0
103,"2034-10-23",31,0,0,"Platinum Stick Award announced",0,0
104,"2034-6-20",12,0,0,"OPENING DAY",0,0
104,"2034-6-26",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
104,"2034-7-3",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
104,"2034-7-10",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
104,"2034-7-17",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
104,"2034-7-24",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
104,"2034-7-31",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
104,"2034-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
104,"2034-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
104,"2034-8-7",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
104,"2034-8-14",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
104,"2034-8-21",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
104,"2034-8-28",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
104,"2034-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
104,"2034-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
104,"2034-9-4",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
104,"2034-9-11",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
104,"2034-9-11",13,0,0,"Regular Season Ends",0,0
104,"2034-10-13",16,0,0,"Offseason starts",0,0
104,"2034-10-21",25,0,0,"Great Glove Award announced",0,0
104,"2034-10-22",32,0,0,"Reliever of the Year Award announced",0,0
104,"2034-10-23",31,0,0,"Platinum Stick Award announced",0,0
104,"2034-10-24",21,0,0,"Manager of the Year announced",0,0
104,"2034-10-25",23,0,0,"Pitcher of the Year Award announced",0,0
105,"2034-6-20",12,0,0,"OPENING DAY",0,0
105,"2034-6-26",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
105,"2034-7-3",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
105,"2034-7-10",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
105,"2034-7-17",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
105,"2034-7-24",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
105,"2034-7-31",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
105,"2034-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
105,"2034-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
105,"2034-8-7",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
105,"2034-8-14",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
105,"2034-8-21",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
105,"2034-8-28",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
105,"2034-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
105,"2034-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
105,"2034-9-2",13,0,0,"Regular Season Ends",0,0
105,"2034-10-4",16,0,0,"Offseason starts",0,0
105,"2034-10-12",25,0,0,"Great Glove Award announced",0,0
105,"2034-10-13",32,0,0,"Reliever of the Year Award announced",0,0
105,"2034-10-14",31,0,0,"Platinum Stick Award announced",0,0
106,"2034-4-1",12,0,0,"OPENING DAY",0,0
106,"2034-4-10",104,0,0,"Player of the Week Award Announcement, Week no. 15",0,0
106,"2034-4-17",104,0,0,"Player of the Week Award Announcement, Week no. 16",0,0
106,"2034-4-24",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
106,"2034-5-1",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
106,"2034-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
106,"2034-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
106,"2034-5-8",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
106,"2034-5-15",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
106,"2034-6-17",16,0,0,"Offseason starts",0,0
106,"2034-6-25",25,0,0,"Great Glove Award announced",0,0
106,"2034-6-26",32,0,0,"Reliever of the Year Award announced",0,0
106,"2034-6-27",31,0,0,"Platinum Stick Award announced",0,0
106,"2034-6-28",21,0,0,"Manager of the Year announced",0,0
107,"2034-4-1",12,0,0,"OPENING DAY",0,0
107,"2034-4-10",104,0,0,"Player of the Week Award Announcement, Week no. 15",0,0
107,"2034-4-17",104,0,0,"Player of the Week Award Announcement, Week no. 16",0,0
107,"2034-4-24",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
107,"2034-5-1",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
107,"2034-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
107,"2034-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
107,"2034-5-8",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
107,"2034-5-15",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
107,"2034-6-15",16,0,0,"Offseason starts",0,0
107,"2034-6-23",25,0,0,"Great Glove Award announced",0,0
107,"2034-6-24",32,0,0,"Reliever of the Year Award announced",0,0
107,"2034-6-25",31,0,0,"Platinum Stick Award announced",0,0
107,"2034-6-26",21,0,0,"Manager of the Year announced",0,0
108,"2034-4-1",12,0,0,"OPENING DAY",0,0
108,"2034-4-10",104,0,0,"Player of the Week Award Announcement, Week no. 15",0,0
108,"2034-4-17",104,0,0,"Player of the Week Award Announcement, Week no. 16",0,0
108,"2034-4-24",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
108,"2034-5-1",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
108,"2034-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
108,"2034-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
108,"2034-5-8",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
108,"2034-5-15",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
108,"2034-5-22",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
108,"2034-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
108,"2034-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
108,"2034-5-26",13,0,0,"Regular Season Ends",0,0
108,"2034-6-23",16,0,0,"Offseason starts",0,0
108,"2034-7-1",25,0,0,"Great Glove Award announced",0,0
108,"2034-7-2",32,0,0,"Reliever of the Year Award announced",0,0
108,"2034-7-3",31,0,0,"Platinum Stick Award announced",0,0
100,"2034-9-25",104,0,0,"Player of the Week Award Announcement, Week no. 39",0,0
106,"2034-6-29",23,0,0,"Pitcher of the Year Award announced",0,0
106,"2034-6-30",22,0,0,"Most Valuable Player Award announced",0,0
106,"2035-3-2",10,0,0,"Preseason begins",0,0
106,"2034-5-15",13,0,0,"Regular Season Ends",0,0
108,"2034-7-4",21,0,0,"Manager of the Year announced",0,0
107,"2034-6-27",23,0,0,"Pitcher of the Year Award announced",0,0
107,"2034-6-28",22,0,0,"Most Valuable Player Award announced",0,0
107,"2035-3-2",10,0,0,"Preseason begins",0,0
107,"2034-5-15",13,0,0,"Regular Season Ends",0,0
108,"2034-7-5",23,0,0,"Pitcher of the Year Award announced",0,0
108,"2034-7-6",22,0,0,"Most Valuable Player Award announced",0,0
108,"2035-3-2",10,0,0,"Preseason begins",0,0
108,"2035-4-1",12,0,0,"Regular Season begins",0,0
105,"2034-10-15",21,0,0,"Manager of the Year announced",0,0
102,"2034-10-21",21,0,0,"Manager of the Year announced",0,0
105,"2034-10-16",23,0,0,"Pitcher of the Year Award announced",0,0
102,"2034-10-22",23,0,0,"Pitcher of the Year Award announced",0,0
103,"2034-10-24",21,0,0,"Manager of the Year announced",0,0
102,"2034-10-23",22,0,0,"Most Valuable Player Award announced",0,0
102,"2035-3-11",10,0,0,"Preseason begins",0,0
102,"2035-4-10",12,0,0,"Regular Season begins",0,0
104,"2034-10-26",22,0,0,"Most Valuable Player Award announced",0,0
103,"2034-10-25",23,0,0,"Pitcher of the Year Award announced",0,0
101,"2034-10-27",21,0,0,"Manager of the Year announced",0,0
105,"2034-10-17",22,0,0,"Most Valuable Player Award announced",0,0
105,"2035-5-27",10,0,0,"Preseason begins",0,0
105,"2035-6-26",12,0,0,"Regular Season begins",0,0
103,"2034-10-26",22,0,0,"Most Valuable Player Award announced",0,0
100,"2034-10-1",101,0,0,"Batter of the Month Award Announcement",0,0
100,"2034-10-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
103,"2035-3-11",10,0,0,"Preseason begins",0,0
103,"2035-4-10",12,0,0,"Regular Season begins",0,0
104,"2035-5-27",10,0,0,"Preseason begins",0,0
104,"2035-6-26",12,0,0,"Regular Season begins",0,0
101,"2034-10-28",23,0,0,"Pitcher of the Year Award announced",0,0
101,"2034-10-29",22,0,0,"Most Valuable Player Award announced",0,0
101,"2035-3-7",10,0,0,"Preseason begins",0,0
101,"2034-10-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
100,"2034-10-1",103,0,0,"Rookie of the Month Award Announcement",0,0
100,"2034-7-2",27,0,0,"International FA Signing Begins",0,0
100,"2034-9-1",9,0,0,"Roster Expansion",0,0
100,"2034-6-5",2,1,0,"First-Year Player Draft",0,1
100,"2034-5-6",3,0,0,"Draft Pool Announcement",0,0
100,"2034-7-31",5,0,0,"Trading Deadline",0,0
100,"2035-1-3",30,0,0,"Hall of Fame Voting Results",0,0
100,"2034-10-1",13,0,0,"Regular Season Ends",0,0
100,"2035-3-29",12,0,0,"Regular Season begins",0,0
100,"2034-11-19",33,0,0,"Hall of Fame Voting Begins",0,0
100,"2034-7-16",14,0,1,"2034 All-Star Teams announced",0,0
100,"2034-7-18",20,0,1,"2034 All-Star Game",0,0
100,"2034-10-2",15,0,0,"2034 PLAYOFFS BEGIN",0,0
101,"2034-9-17",13,0,0,"Regular Season Ends",0,0
106,"2035-4-1",12,0,0,"Regular Season begins",0,0
101,"2035-4-6",12,0,0,"Regular Season begins",0,0
105,"2034-9-4",15,0,0,"2034 PLAYOFFS BEGIN",0,0
102,"2034-9-13",15,0,0,"2034 PLAYOFFS BEGIN",0,0
105,"2034-7-23",14,0,1,"2034 All-Star Teams announced",0,0
106,"2034-5-18",15,0,0,"2034 PLAYOFFS BEGIN",0,0
102,"2034-6-19",14,0,1,"2034 All-Star Teams announced",0,0
107,"2035-4-1",12,0,0,"Regular Season begins",0,0
103,"2034-9-13",15,0,0,"2034 PLAYOFFS BEGIN",0,0
103,"2034-6-19",14,0,1,"2034 All-Star Teams announced",0,0
104,"2034-7-28",14,0,1,"2034 All-Star Teams announced",0,0
104,"2034-9-14",15,0,0,"2034 PLAYOFFS BEGIN",0,0
101,"2034-7-2",14,0,1,"2034 All-Star Teams announced",0,0
107,"2034-5-17",15,0,0,"2034 PLAYOFFS BEGIN",0,0
101,"2034-9-19",15,0,0,"2034 PLAYOFFS BEGIN",0,0
108,"2034-4-26",20,0,1,"2034 All-Star Game",0,0
108,"2034-5-28",15,0,0,"2034 PLAYOFFS BEGIN",0,0
101,"2034-7-4",20,0,1,"2034 All-Star Game",0,0
101,"2034-9-19",15,0,1,"PLAYOFFS BEGIN",0,0
102,"2034-6-21",20,0,1,"2034 All-Star Game",0,0
102,"2034-9-13",15,0,1,"PLAYOFFS BEGIN",0,0
103,"2034-6-21",20,0,1,"2034 All-Star Game",0,0
103,"2034-9-13",15,0,1,"PLAYOFFS BEGIN",0,0
105,"2034-7-25",20,0,1,"2034 All-Star Game",0,0
105,"2034-9-4",15,0,1,"PLAYOFFS BEGIN",0,0
104,"2034-7-30",20,0,1,"2034 All-Star Game",0,0
104,"2034-9-13",15,0,1,"PLAYOFFS BEGIN",0,0
100,"2034-7-5",26,1,1,"Draft Pick Signing Deadline",0,0
100,"2031-7-5",26,1,1,"Draft Pick Signing Deadline",0,0
