league_id,sub_league_id,year,best_hitter_id,best_pitcher_id,best_rookie_id,best_manager_id,best_fielder_id0,best_fielder_id1,best_fielder_id2,best_fielder_id3,best_fielder_id4,best_fielder_id5,best_fielder_id6,best_fielder_id7,best_fielder_id8,best_fielder_id9
103,1,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
