team_id,head_scout,scouts0,scouts1,scouts2,scouts3,scouts4,manager,general_manager,pitching_coach,hitting_coach,bench_coach,owner,doctor
178,0,0,0,0,0,0,804,0,806,805,0,0,0
179,0,0,0,0,0,0,558,0,788,787,0,0,0
180,0,0,0,0,0,0,771,0,773,772,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,947,0,0,0,0,0,0
194,0,0,0,0,0,0,878,0,0,0,0,0,0
195,0,0,0,0,0,0,1212,0,0,0,0,0,0
196,0,0,0,0,0,0,996,0,0,0,0,0,0
197,0,0,0,0,0,0,1162,0,0,0,0,0,0
198,0,0,0,0,0,0,1001,0,0,0,0,0,0
199,0,0,0,0,0,0,902,0,0,0,0,0,0
200,0,0,0,0,0,0,877,0,0,0,0,0,0
201,0,0,0,0,0,0,1020,0,0,0,0,0,0
202,0,0,0,0,0,0,1245,0,0,0,0,0,0
203,0,0,0,0,0,0,1287,0,0,0,0,0,0
204,0,0,0,0,0,0,1064,0,0,0,0,0,0
205,0,0,0,0,0,0,1164,0,0,0,0,0,0
206,0,0,0,0,0,0,963,0,0,0,0,0,0
207,0,0,0,0,0,0,1275,0,0,0,0,0,0
208,0,0,0,0,0,0,954,0,0,0,0,0,0
209,0,0,0,0,0,0,1213,0,0,0,0,0,0
210,0,0,0,0,0,0,1008,0,0,0,0,0,0
211,0,0,0,0,0,0,1243,0,0,0,0,0,0
212,0,0,0,0,0,0,1314,0,0,0,0,0,0
213,0,0,0,0,0,0,1016,0,0,0,0,0,0
214,0,0,0,0,0,0,913,0,0,0,0,0,0
215,0,0,0,0,0,0,990,0,0,0,0,0,0
216,0,0,0,0,0,0,1157,0,0,0,0,0,0
217,0,0,0,0,0,0,975,0,0,0,0,0,0
218,0,0,0,0,0,0,1270,0,0,0,0,0,0
219,0,0,0,0,0,0,1264,0,0,0,0,0,0
220,0,0,0,0,0,0,1184,0,0,0,0,0,0
221,0,0,0,0,0,0,1274,0,0,0,0,0,0
222,0,0,0,0,0,0,1203,0,0,0,0,0,0
223,0,0,0,0,0,0,1242,0,0,0,0,0,0
224,0,0,0,0,0,0,943,0,0,0,0,0,0
225,0,0,0,0,0,0,1259,0,0,0,0,0,0
226,0,0,0,0,0,0,1034,0,0,0,0,0,0
227,0,0,0,0,0,0,1288,0,0,0,0,0,0
228,0,0,0,0,0,0,1313,0,0,0,0,0,0
229,0,0,0,0,0,0,1255,0,0,0,0,0,0
230,0,0,0,0,0,0,1273,0,0,0,0,0,0
231,0,0,0,0,0,0,1209,0,0,0,0,0,0
232,0,0,0,0,0,0,940,0,0,0,0,0,0
233,0,0,0,0,0,0,1028,0,0,0,0,0,0
234,0,0,0,0,0,0,1065,0,0,0,0,0,0
235,0,0,0,0,0,0,1216,0,0,0,0,0,0
236,0,0,0,0,0,0,1311,0,0,0,0,0,0
237,0,0,0,0,0,0,1141,0,0,0,0,0,0
238,0,0,0,0,0,0,1291,0,0,0,0,0,0
239,0,0,0,0,0,0,922,0,0,0,0,0,0
240,0,0,0,0,0,0,1060,0,0,0,0,0,0
241,0,0,0,0,0,0,1171,0,0,0,0,0,0
242,0,0,0,0,0,0,908,0,0,0,0,0,0
243,0,0,0,0,0,0,1200,0,0,0,0,0,0
244,0,0,0,0,0,0,1168,0,0,0,0,0,0
245,0,0,0,0,0,0,1244,0,0,0,0,0,0
246,0,0,0,0,0,0,927,0,0,0,0,0,0
247,0,0,0,0,0,0,928,0,0,0,0,0,0
248,0,0,0,0,0,0,1292,0,0,0,0,0,0
249,0,0,0,0,0,0,983,0,0,0,0,0,0
250,0,0,0,0,0,0,1266,0,0,0,0,0,0
251,0,0,0,0,0,0,849,0,0,0,0,0,0
252,0,0,0,0,0,0,909,0,0,0,0,0,0
253,0,0,0,0,0,0,1205,0,0,0,0,0,0
254,0,0,0,0,0,0,1165,0,0,0,0,0,0
255,0,0,0,0,0,0,949,0,0,0,0,0,0
256,0,0,0,0,0,0,1202,0,0,0,0,0,0
257,0,0,0,0,0,0,1143,0,0,0,0,0,0
258,0,0,0,0,0,0,897,0,0,0,0,0,0
259,0,0,0,0,0,0,899,0,0,0,0,0,0
260,0,0,0,0,0,0,901,0,0,0,0,0,0
261,0,0,0,0,0,0,1218,0,0,0,0,0,0
262,0,0,0,0,0,0,1219,0,0,0,0,0,0
263,0,0,0,0,0,0,842,0,0,0,0,0,0
264,0,0,0,0,0,0,1130,0,0,0,0,0,0
265,0,0,0,0,0,0,987,0,0,0,0,0,0
266,0,0,0,0,0,0,925,0,0,0,0,0,0
267,0,0,0,0,0,0,1289,0,0,0,0,0,0
268,0,0,0,0,0,0,1214,0,0,0,0,0,0
269,0,0,0,0,0,0,1167,0,0,0,0,0,0
270,0,0,0,0,0,0,1003,0,0,0,0,0,0
271,0,0,0,0,0,0,1190,0,0,0,0,0,0
272,0,0,0,0,0,0,991,0,0,0,0,0,0
273,0,0,0,0,0,0,1066,0,0,0,0,0,0
274,0,0,0,0,0,0,1185,0,0,0,0,0,0
275,0,0,0,0,0,0,1254,0,0,0,0,0,0
276,0,0,0,0,0,0,981,0,0,0,0,0,0
277,0,0,0,0,0,0,1253,0,0,0,0,0,0
278,0,0,0,0,0,0,889,0,0,0,0,0,0
279,0,0,0,0,0,0,883,0,0,0,0,0,0
280,0,0,0,0,0,0,936,0,0,0,0,0,0
281,0,0,0,0,0,0,907,0,0,0,0,0,0
282,0,0,0,0,0,0,1012,0,0,0,0,0,0
283,0,0,0,0,0,0,952,0,0,0,0,0,0
284,0,0,0,0,0,0,847,0,0,0,0,0,0
285,0,0,0,0,0,0,1318,0,0,0,0,0,0
286,0,0,0,0,0,0,1022,0,0,0,0,0,0
287,0,0,0,0,0,0,1170,0,0,0,0,0,0
288,0,0,0,0,0,0,1262,0,0,0,0,0,0
289,0,0,0,0,0,0,1147,0,0,0,0,0,0
290,0,0,0,0,0,0,1183,0,0,0,0,0,0
291,0,0,0,0,0,0,1127,0,0,0,0,0,0
292,0,0,0,0,0,0,1172,0,0,0,0,0,0
293,0,0,0,0,0,0,1160,0,0,0,0,0,0
294,0,0,0,0,0,0,1227,0,0,0,0,0,0
295,0,0,0,0,0,0,1315,0,0,0,0,0,0
296,0,0,0,0,0,0,1180,0,0,0,0,0,0
297,0,0,0,0,0,0,1187,0,0,0,0,0,0
298,0,0,0,0,0,0,1031,0,0,0,0,0,0
299,0,0,0,0,0,0,1279,0,0,0,0,0,0
300,0,0,0,0,0,0,1142,0,0,0,0,0,0
301,0,0,0,0,0,0,1024,0,0,0,0,0,0
302,0,0,0,0,0,0,1246,0,0,0,0,0,0
303,0,0,0,0,0,0,1224,0,0,0,0,0,0
304,0,0,0,0,0,0,884,0,0,0,0,0,0
305,0,0,0,0,0,0,1225,0,0,0,0,0,0
306,0,0,0,0,0,0,1297,0,0,0,0,0,0
307,0,0,0,0,0,0,992,0,0,0,0,0,0
308,0,0,0,0,0,0,1319,0,0,0,0,0,0
309,0,0,0,0,0,0,985,0,0,0,0,0,0
310,0,0,0,0,0,0,1009,0,0,0,0,0,0
311,0,0,0,0,0,0,1235,0,0,0,0,0,0
312,0,0,0,0,0,0,1000,0,0,0,0,0,0
313,0,0,0,0,0,0,1058,0,0,0,0,0,0
314,0,0,0,0,0,0,1182,0,0,0,0,0,0
315,0,0,0,0,0,0,1271,0,0,0,0,0,0
316,0,0,0,0,0,0,880,0,0,0,0,0,0
317,0,0,0,0,0,0,1179,0,0,0,0,0,0
318,0,0,0,0,0,0,946,0,0,0,0,0,0
319,0,0,0,0,0,0,1236,0,0,0,0,0,0
320,0,0,0,0,0,0,893,0,0,0,0,0,0
321,0,0,0,0,0,0,1069,0,0,0,0,0,0
322,0,0,0,0,0,0,960,0,0,0,0,0,0
323,0,0,0,0,0,0,1272,0,0,0,0,0,0
324,0,0,0,0,0,0,1029,0,0,0,0,0,0
325,0,0,0,0,0,0,1261,0,0,0,0,0,0
326,0,0,0,0,0,0,965,0,0,0,0,0,0
327,0,0,0,0,0,0,932,0,0,0,0,0,0
328,0,0,0,0,0,0,939,0,0,0,0,0,0
329,0,0,0,0,0,0,919,0,0,0,0,0,0
330,0,0,0,0,0,0,948,0,0,0,0,0,0
331,0,0,0,0,0,0,1296,0,0,0,0,0,0
332,0,0,0,0,0,0,1032,0,0,0,0,0,0
333,0,0,0,0,0,0,891,0,0,0,0,0,0
334,0,0,0,0,0,0,903,0,0,0,0,0,0
335,0,0,0,0,0,0,950,0,0,0,0,0,0
336,0,0,0,0,0,0,1201,0,0,0,0,0,0
337,0,0,0,0,0,0,980,0,0,0,0,0,0
338,0,0,0,0,0,0,912,0,0,0,0,0,0
339,0,0,0,0,0,0,958,0,0,0,0,0,0
340,0,0,0,0,0,0,942,0,0,0,0,0,0
341,0,0,0,0,0,0,1150,0,0,0,0,0,0
342,0,0,0,0,0,0,915,0,0,0,0,0,0
343,0,0,0,0,0,0,1021,0,0,0,0,0,0
344,0,0,0,0,0,0,1188,0,0,0,0,0,0
345,0,0,0,0,0,0,1228,0,0,0,0,0,0
346,0,0,0,0,0,0,1161,0,0,0,0,0,0
347,0,0,0,0,0,0,1295,0,0,0,0,0,0
348,0,0,0,0,0,0,1059,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0
