team_id,year,league_id,sub_league_id,division_id,name,abbr,nickname,best_hitter_id,best_pitcher_id,best_rookie_id,manager_id,made_playoffs,won_playoffs,fired,position_in_division
6,2018,100,0,2,"Fresno","FRE","Bees",606,2053,3412,0,0,0,0,3
6,2019,100,0,2,"Fresno","FRE","Bees",604,597,3742,0,0,0,0,5
6,2020,100,0,2,"Fresno","FRE","Bees",604,596,9517,0,0,0,0,5
6,2021,100,0,2,"Fresno","FRE","Bees",11210,9517,3729,0,0,0,0,4
6,2022,100,0,2,"Fresno","FRE","Bees",8795,9506,3418,0,0,0,0,5
6,2023,100,0,2,"Fresno","FRE","Bees",8795,9506,10160,0,0,0,0,2
6,2024,100,0,2,"Fresno","FRE","Bees",8795,2185,5640,0,1,0,0,1
6,2025,100,0,2,"Fresno","FRE","Bees",653,10136,6063,0,1,0,0,1
6,2026,100,0,2,"Fresno","FRE","Bees",6667,10341,13588,0,1,0,0,1
6,2027,100,0,2,"Fresno","FRE","Bees",10132,9551,13588,0,0,0,0,2
6,2028,100,0,2,"Fresno","FRE","Bees",12382,3777,11360,0,0,0,0,2
6,2029,100,0,2,"Fresno","FRE","Bees",12382,9720,6299,0,0,0,0,4
6,2030,100,0,2,"Fresno","FRE","Bees",13004,9720,15437,0,0,0,0,4
6,2031,100,0,2,"Fresno","FRE","Bees",7261,9720,15451,0,0,0,0,3
6,2032,100,0,2,"Fresno","FRE","Bees",13004,9720,22001,0,0,0,0,2
6,2033,100,0,2,"Fresno","FRE","Bees",6837,9720,22616,0,0,0,0,2
6,2034,100,0,2,"Fresno","FRE","Bees",17284,9720,24287,0,0,0,0,5
7,2018,100,0,1,"Dallas","DAL","Purple Aces",287,281,2710,0,0,0,0,4
7,2019,100,0,1,"Dallas","DAL","Purple Aces",287,275,2775,0,0,0,0,5
7,2020,100,0,1,"Dallas","DAL","Purple Aces",287,275,12588,0,0,0,0,5
7,2021,100,0,1,"Dallas","DAL","Purple Aces",287,2450,10093,0,0,0,0,5
7,2022,100,0,1,"Dallas","DAL","Purple Aces",10380,3435,8833,0,0,0,0,5
7,2023,100,0,1,"Dallas","DAL","Purple Aces",4492,9515,7438,0,0,0,0,5
7,2024,100,0,1,"Dallas","DAL","Purple Aces",3114,9515,6543,0,0,0,0,4
7,2025,100,0,1,"Dallas","DAL","Purple Aces",10380,12320,12396,0,0,0,0,5
7,2026,100,0,1,"Dallas","DAL","Purple Aces",10380,9829,5787,0,0,0,0,5
7,2027,100,0,1,"Dallas","DAL","Purple Aces",11742,10093,6611,0,0,0,0,4
7,2028,100,0,1,"Dallas","DAL","Purple Aces",11742,9829,9633,0,1,0,0,1
7,2029,100,0,1,"Dallas","DAL","Purple Aces",11742,9829,17973,0,1,0,0,2
7,2030,100,0,1,"Dallas","DAL","Purple Aces",11742,9829,17008,0,1,0,0,1
7,2031,100,0,1,"Dallas","DAL","Purple Aces",11742,13583,16281,0,0,0,0,4
7,2032,100,0,1,"Dallas","DAL","Purple Aces",12938,13583,15596,0,0,0,0,4
7,2033,100,0,1,"Dallas","DAL","Purple Aces",20285,9829,20557,0,1,0,0,1
7,2034,100,0,1,"Dallas","DAL","Purple Aces",11742,18367,21193,0,1,0,0,2
8,2018,100,0,2,"San Diego","SD","Yaks",519,501,2849,0,1,0,0,1
8,2019,100,0,2,"San Diego","SD","Yaks",509,501,3164,0,1,0,0,1
8,2020,100,0,2,"San Diego","SD","Yaks",512,501,1656,0,1,1,0,1
8,2021,100,0,2,"San Diego","SD","Yaks",5341,501,3151,0,1,0,0,1
8,2022,100,0,2,"San Diego","SD","Yaks",690,501,2850,0,1,0,0,1
8,2023,100,0,2,"San Diego","SD","Yaks",1014,996,9456,0,1,0,0,1
8,2024,100,0,2,"San Diego","SD","Yaks",1014,3777,9270,0,1,1,0,2
8,2025,100,0,2,"San Diego","SD","Yaks",7016,236,6699,0,0,0,0,3
8,2026,100,0,2,"San Diego","SD","Yaks",7016,3777,13087,0,0,0,0,4
8,2027,100,0,2,"San Diego","SD","Yaks",12582,1353,13087,0,1,0,0,1
8,2028,100,0,2,"San Diego","SD","Yaks",7016,10005,13589,0,1,0,0,1
8,2029,100,0,2,"San Diego","SD","Yaks",7016,1457,18075,0,1,0,0,1
8,2030,100,0,2,"San Diego","SD","Yaks",12582,10219,15306,0,1,0,0,1
8,2031,100,0,2,"San Diego","SD","Yaks",21841,18794,11416,0,1,0,0,2
8,2032,100,0,2,"San Diego","SD","Yaks",12582,18794,17066,0,0,0,0,4
8,2033,100,0,2,"San Diego","SD","Yaks",11441,18794,23145,0,0,0,0,4
8,2034,100,0,2,"San Diego","SD","Yaks",18827,18794,24613,0,0,0,0,4
9,2018,100,0,1,"Denver","DEN","Bucs",337,321,1851,0,1,0,0,2
9,2019,100,0,1,"Denver","DEN","Bucs",340,319,1851,0,0,0,0,4
9,2020,100,0,1,"Denver","DEN","Bucs",340,324,2534,0,0,0,0,3
9,2021,100,0,1,"Denver","DEN","Bucs",338,316,9041,0,0,0,0,2
9,2022,100,0,1,"Denver","DEN","Bucs",9041,321,10215,0,0,0,0,3
9,2023,100,0,1,"Denver","DEN","Bucs",429,1845,17941,0,0,0,0,4
9,2024,100,0,1,"Denver","DEN","Bucs",429,1845,4516,0,0,0,0,3
9,2025,100,0,1,"Denver","DEN","Bucs",7460,1845,24,0,0,0,0,4
9,2026,100,0,1,"Denver","DEN","Bucs",9041,777,15041,0,0,0,0,4
9,2027,100,0,1,"Denver","DEN","Bucs",7460,777,9581,0,0,0,0,5
9,2028,100,0,1,"Denver","DEN","Bucs",7460,12347,10462,0,0,0,0,5
9,2029,100,0,1,"Denver","DEN","Bucs",1233,12347,16383,0,0,0,0,5
9,2030,100,0,1,"Denver","DEN","Bucs",1233,10005,16672,0,0,0,0,5
9,2031,100,0,1,"Denver","DEN","Bucs",9937,12347,17019,0,0,0,0,3
9,2032,100,0,1,"Denver","DEN","Bucs",19845,10055,17284,0,0,0,0,3
9,2033,100,0,1,"Denver","DEN","Bucs",15748,22627,19786,0,1,0,0,2
9,2034,100,0,1,"Denver","DEN","Bucs",19845,22627,15021,0,1,0,0,1
10,2018,100,0,1,"Omaha","OMA","Rangers",243,236,2582,0,1,1,0,1
10,2019,100,0,1,"Omaha","OMA","Rangers",240,1219,2591,0,1,1,0,2
10,2020,100,0,1,"Omaha","OMA","Rangers",243,1219,2591,0,1,0,0,2
10,2021,100,0,1,"Omaha","OMA","Rangers",243,9556,3839,0,0,0,0,3
10,2022,100,0,1,"Omaha","OMA","Rangers",243,949,3839,0,1,0,0,2
10,2023,100,0,1,"Omaha","OMA","Rangers",240,11048,8995,0,1,0,0,2
10,2024,100,0,1,"Omaha","OMA","Rangers",790,236,8995,0,1,0,0,1
10,2025,100,0,1,"Omaha","OMA","Rangers",1280,138,8540,0,1,0,0,2
10,2026,100,0,1,"Omaha","OMA","Rangers",11012,138,13699,0,0,0,0,3
10,2027,100,0,1,"Omaha","OMA","Rangers",13699,138,8637,0,1,0,0,1
10,2028,100,0,1,"Omaha","OMA","Rangers",1280,10341,19188,0,0,0,0,3
10,2029,100,0,1,"Omaha","OMA","Rangers",13699,20422,17833,0,1,0,0,1
10,2030,100,0,1,"Omaha","OMA","Rangers",13699,2888,17833,0,0,0,0,4
10,2031,100,0,1,"Omaha","OMA","Rangers",13699,20422,13421,0,1,0,0,2
10,2032,100,0,1,"Omaha","OMA","Rangers",13699,20422,18616,0,1,0,0,2
10,2033,100,0,1,"Omaha","OMA","Rangers",13699,15028,17996,0,1,0,0,3
10,2034,100,0,1,"Omaha","OMA","Rangers",13699,497,18532,0,0,0,0,4
11,2018,100,0,1,"Albuquerque","ALB","Underdogs",375,365,2281,0,0,0,0,5
11,2019,100,0,1,"Albuquerque","ALB","Underdogs",375,365,2284,0,0,0,0,3
11,2020,100,0,1,"Albuquerque","ALB","Underdogs",383,365,1975,0,0,0,0,4
11,2021,100,0,1,"Albuquerque","ALB","Underdogs",375,365,3371,0,0,0,0,4
11,2022,100,0,1,"Albuquerque","ALB","Underdogs",383,365,9362,0,0,0,0,4
11,2023,100,0,1,"Albuquerque","ALB","Underdogs",5051,1717,8751,0,0,0,0,3
11,2024,100,0,1,"Albuquerque","ALB","Underdogs",8111,1717,6632,0,0,0,0,5
11,2025,100,0,1,"Albuquerque","ALB","Underdogs",8111,946,13271,0,0,0,0,3
11,2026,100,0,1,"Albuquerque","ALB","Underdogs",6785,946,3304,0,1,0,0,1
11,2027,100,0,1,"Albuquerque","ALB","Underdogs",6785,2911,7818,0,1,1,0,2
11,2028,100,0,1,"Albuquerque","ALB","Underdogs",17872,949,7233,0,0,0,0,4
11,2029,100,0,1,"Albuquerque","ALB","Underdogs",14804,20403,13319,0,0,0,0,3
11,2030,100,0,1,"Albuquerque","ALB","Underdogs",17872,20403,11361,0,0,0,0,3
11,2031,100,0,1,"Albuquerque","ALB","Underdogs",17872,9667,12945,0,0,0,0,5
11,2032,100,0,1,"Albuquerque","ALB","Underdogs",14430,20403,17803,0,0,0,0,5
11,2033,100,0,1,"Albuquerque","ALB","Underdogs",17872,9553,23146,0,0,0,0,5
11,2034,100,0,1,"Albuquerque","ALB","Underdogs",26181,17717,17279,0,0,0,0,5
12,2018,100,0,0,"Jacksonville","JAC","Swarm",66,51,2335,0,0,0,0,3
12,2019,100,0,0,"Jacksonville","JAC","Swarm",66,51,3065,0,0,0,0,4
12,2020,100,0,0,"Jacksonville","JAC","Swarm",68,51,2389,0,0,0,0,4
12,2021,100,0,0,"Jacksonville","JAC","Swarm",68,51,2330,0,1,0,0,1
12,2022,100,0,0,"Jacksonville","JAC","Swarm",68,51,9205,0,1,0,0,1
12,2023,100,0,0,"Jacksonville","JAC","Swarm",68,51,8727,0,1,0,0,1
12,2024,100,0,0,"Jacksonville","JAC","Swarm",829,9528,9446,0,0,0,0,2
12,2025,100,0,0,"Jacksonville","JAC","Swarm",829,9022,3057,0,0,0,0,5
12,2026,100,0,0,"Jacksonville","JAC","Swarm",23,9528,11162,0,0,0,0,5
12,2027,100,0,0,"Jacksonville","JAC","Swarm",17941,10819,11078,0,0,0,0,5
12,2028,100,0,0,"Jacksonville","JAC","Swarm",68,10819,11564,0,0,0,0,5
12,2029,100,0,0,"Jacksonville","JAC","Swarm",6661,16676,6990,0,0,0,0,5
12,2030,100,0,0,"Jacksonville","JAC","Swarm",11656,19302,20590,0,0,0,0,4
12,2031,100,0,0,"Jacksonville","JAC","Swarm",7741,16676,15251,0,0,0,0,5
12,2032,100,0,0,"Jacksonville","JAC","Swarm",11656,19302,19146,0,0,0,0,5
12,2033,100,0,0,"Jacksonville","JAC","Swarm",7741,16676,23157,0,0,0,0,3
12,2034,100,0,0,"Jacksonville","JAC","Swarm",18208,21772,12887,0,0,0,0,3
13,2018,100,0,0,"Philadelphia","PHI","Sabres",17,3,2269,1,0,0,0,5
13,2019,100,0,0,"Philadelphia","PHI","Sabres",25,1309,3120,1,0,0,0,3
13,2020,100,0,0,"Philadelphia","PHI","Sabres",25,587,2831,1,0,0,0,5
13,2021,100,0,0,"Philadelphia","PHI","Sabres",25,857,1815,1,0,0,0,5
13,2022,100,0,0,"Philadelphia","PHI","Sabres",25,1927,4101,1,0,0,0,5
13,2023,100,0,0,"Philadelphia","PHI","Sabres",17,9024,5979,1,0,0,0,5
13,2024,100,0,0,"Philadelphia","PHI","Sabres",25,1693,5990,1,0,0,0,4
13,2025,100,0,0,"Philadelphia","PHI","Sabres",14785,597,8740,1,0,0,0,3
13,2026,100,0,0,"Philadelphia","PHI","Sabres",9708,497,8816,1,1,0,0,2
13,2027,100,0,0,"Philadelphia","PHI","Sabres",9708,497,11386,1,0,0,0,3
13,2028,100,0,0,"Philadelphia","PHI","Sabres",9708,9022,14910,1,1,0,0,2
13,2029,100,0,0,"Philadelphia","PHI","Sabres",9708,497,14910,1,1,0,0,1
13,2030,100,0,0,"Philadelphia","PHI","Sabres",9708,9022,17919,1,1,1,0,1
13,2031,100,0,0,"Philadelphia","PHI","Sabres",11697,815,14505,1,0,0,0,2
13,2032,100,0,0,"Philadelphia","PHI","Sabres",9708,14910,19312,1,1,0,0,2
13,2033,100,0,0,"Philadelphia","PHI","Sabres",9708,14910,23693,1,0,0,0,4
13,2034,100,0,0,"Philadelphia","PHI","Sabres",9708,14910,19691,1,0,0,0,5
14,2018,100,0,1,"Tucson","TUC","Ocelots",420,414,2421,0,0,0,0,3
14,2019,100,0,1,"Tucson","TUC","Ocelots",420,414,2101,0,1,0,0,1
14,2020,100,0,1,"Tucson","TUC","Ocelots",203,417,3223,0,1,0,0,1
14,2021,100,0,1,"Tucson","TUC","Ocelots",422,777,2103,0,1,0,0,1
14,2022,100,0,1,"Tucson","TUC","Ocelots",8676,4945,9134,0,1,0,0,1
14,2023,100,0,1,"Tucson","TUC","Ocelots",8865,97,9340,0,1,0,0,1
14,2024,100,0,1,"Tucson","TUC","Ocelots",9290,500,9034,0,1,0,0,2
14,2025,100,0,1,"Tucson","TUC","Ocelots",8676,777,19264,0,1,0,0,1
14,2026,100,0,1,"Tucson","TUC","Ocelots",9290,815,15100,0,0,0,0,2
14,2027,100,0,1,"Tucson","TUC","Ocelots",14821,15983,4731,0,0,0,0,3
14,2028,100,0,1,"Tucson","TUC","Ocelots",14908,15100,6414,0,1,0,0,2
14,2029,100,0,1,"Tucson","TUC","Ocelots",9290,9775,9622,0,0,0,0,4
14,2030,100,0,1,"Tucson","TUC","Ocelots",14908,777,15793,0,1,0,0,2
14,2031,100,0,1,"Tucson","TUC","Ocelots",7485,9775,10842,0,1,0,0,1
14,2032,100,0,1,"Tucson","TUC","Ocelots",17093,9775,16026,0,1,0,0,1
14,2033,100,0,1,"Tucson","TUC","Ocelots",7489,14603,16032,0,0,0,0,4
14,2034,100,0,1,"Tucson","TUC","Ocelots",17093,9775,20701,0,1,0,0,3
15,2018,100,0,0,"Cleveland","CLE","White Knights",114,99,1824,0,0,0,0,4
15,2019,100,0,0,"Cleveland","CLE","White Knights",107,95,11136,0,1,0,0,1
15,2020,100,0,0,"Cleveland","CLE","White Knights",114,230,2923,0,0,0,0,2
15,2021,100,0,0,"Cleveland","CLE","White Knights",114,230,3636,0,1,0,0,2
15,2022,100,0,0,"Cleveland","CLE","White Knights",114,1358,3631,0,1,1,0,2
15,2023,100,0,0,"Cleveland","CLE","White Knights",107,501,9500,0,1,1,0,2
15,2024,100,0,0,"Cleveland","CLE","White Knights",114,1218,8188,0,1,0,0,1
15,2025,100,0,0,"Cleveland","CLE","White Knights",6344,1218,6317,0,1,0,0,1
15,2026,100,0,0,"Cleveland","CLE","White Knights",17,1218,15989,0,1,0,0,1
15,2027,100,0,0,"Cleveland","CLE","White Knights",17,4579,7989,0,1,0,0,1
15,2028,100,0,0,"Cleveland","CLE","White Knights",13052,1218,2444,0,1,1,0,1
15,2029,100,0,0,"Cleveland","CLE","White Knights",15989,10039,16691,0,0,0,0,3
15,2030,100,0,0,"Cleveland","CLE","White Knights",19159,10039,19857,0,1,0,0,2
15,2031,100,0,0,"Cleveland","CLE","White Knights",19159,1218,16297,0,1,0,0,1
15,2032,100,0,0,"Cleveland","CLE","White Knights",15463,12630,14501,0,1,0,0,1
15,2033,100,0,0,"Cleveland","CLE","White Knights",15463,10288,8307,0,0,0,0,2
15,2034,100,0,0,"Cleveland","CLE","White Knights",19159,10039,23148,0,1,0,0,1
16,2018,100,1,0,"Miami","MIA","Badlanders",735,725,3570,0,1,0,0,1
16,2019,100,1,0,"Miami","MIA","Badlanders",738,725,2765,0,0,0,0,5
16,2020,100,1,0,"Miami","MIA","Badlanders",1282,725,3568,0,1,0,0,2
16,2021,100,1,0,"Miami","MIA","Badlanders",1282,726,2777,0,0,0,0,5
16,2022,100,1,0,"Miami","MIA","Badlanders",1282,4579,3164,0,0,0,0,5
16,2023,100,1,0,"Miami","MIA","Badlanders",10157,1693,12404,0,0,0,0,5
16,2024,100,1,0,"Miami","MIA","Badlanders",10157,4109,8871,0,0,0,0,5
16,2025,100,1,0,"Miami","MIA","Badlanders",10157,4014,6463,0,0,0,0,3
16,2026,100,1,0,"Miami","MIA","Badlanders",11851,9461,10131,0,0,0,0,2
16,2027,100,1,0,"Miami","MIA","Badlanders",11851,9461,11606,0,1,0,0,2
16,2028,100,1,0,"Miami","MIA","Badlanders",11851,12320,9949,0,0,0,0,3
16,2029,100,1,0,"Miami","MIA","Badlanders",11598,9461,9611,0,1,1,0,1
16,2030,100,1,0,"Miami","MIA","Badlanders",11851,9517,12880,0,1,0,0,1
16,2031,100,1,0,"Miami","MIA","Badlanders",11851,12320,17823,0,1,0,0,2
16,2032,100,1,0,"Miami","MIA","Badlanders",16723,4754,15333,0,1,0,0,2
16,2033,100,1,0,"Miami","MIA","Badlanders",14238,17865,19724,0,0,0,0,3
16,2034,100,1,0,"Miami","MIA","Badlanders",16723,20575,20777,0,0,0,0,3
17,2018,100,1,2,"San Jose","SJ","Cannoneers",1282,1264,1628,0,1,0,0,1
17,2019,100,1,2,"San Jose","SJ","Cannoneers",1281,11138,2623,0,1,0,0,1
17,2020,100,1,2,"San Jose","SJ","Cannoneers",1280,11138,1628,0,1,0,0,2
17,2021,100,1,2,"San Jose","SJ","Cannoneers",1012,11138,2621,0,1,0,0,2
17,2022,100,1,2,"San Jose","SJ","Cannoneers",563,11138,2621,0,0,0,0,3
17,2023,100,1,2,"San Jose","SJ","Cannoneers",563,11138,9052,0,0,0,0,5
17,2024,100,1,2,"San Jose","SJ","Cannoneers",563,9052,9389,0,0,0,0,2
17,2025,100,1,2,"San Jose","SJ","Cannoneers",160,1041,14919,0,1,0,0,2
17,2026,100,1,2,"San Jose","SJ","Cannoneers",563,11048,16009,0,0,0,0,4
17,2027,100,1,2,"San Jose","SJ","Cannoneers",10947,9272,13710,0,0,0,0,3
17,2028,100,1,2,"San Jose","SJ","Cannoneers",6787,11048,12718,0,0,0,0,5
17,2029,100,1,2,"San Jose","SJ","Cannoneers",6787,3042,14175,0,0,0,0,5
17,2030,100,1,2,"San Jose","SJ","Cannoneers",16685,10093,14175,0,0,0,0,4
17,2031,100,1,2,"San Jose","SJ","Cannoneers",16685,15047,15312,0,0,0,0,5
17,2032,100,1,2,"San Jose","SJ","Cannoneers",1233,15047,18198,0,0,0,0,3
17,2033,100,1,2,"San Jose","SJ","Cannoneers",17870,15047,19818,0,0,0,0,4
17,2034,100,1,2,"San Jose","SJ","Cannoneers",16685,15047,20516,0,0,0,0,4
18,2018,100,1,1,"Milwaukee","MIL","Sundevils",925,908,917,0,0,0,0,3
18,2019,100,1,1,"Milwaukee","MIL","Sundevils",925,908,2967,0,0,0,0,3
18,2020,100,1,1,"Milwaukee","MIL","Sundevils",925,497,2351,0,0,0,0,2
18,2021,100,1,1,"Milwaukee","MIL","Sundevils",925,497,2351,0,0,0,0,3
18,2022,100,1,1,"Milwaukee","MIL","Sundevils",925,497,2355,0,0,0,0,5
18,2023,100,1,1,"Milwaukee","MIL","Sundevils",925,497,12366,0,0,0,0,5
18,2024,100,1,1,"Milwaukee","MIL","Sundevils",925,497,6630,0,0,0,0,4
18,2025,100,1,1,"Milwaukee","MIL","Sundevils",6888,497,7716,0,0,0,0,4
18,2026,100,1,1,"Milwaukee","MIL","Sundevils",2354,10291,6363,0,0,0,0,3
18,2027,100,1,1,"Milwaukee","MIL","Sundevils",6888,10970,5637,0,1,0,0,1
18,2028,100,1,1,"Milwaukee","MIL","Sundevils",11030,10291,12716,0,1,0,0,2
18,2029,100,1,1,"Milwaukee","MIL","Sundevils",11030,14854,14525,0,0,0,0,5
18,2030,100,1,1,"Milwaukee","MIL","Sundevils",11030,11427,15427,0,0,0,0,5
18,2031,100,1,1,"Milwaukee","MIL","Sundevils",11030,11427,12414,0,1,1,0,1
18,2032,100,1,1,"Milwaukee","MIL","Sundevils",4137,10153,17096,0,0,0,0,3
18,2033,100,1,1,"Milwaukee","MIL","Sundevils",12780,497,23211,0,0,0,0,5
18,2034,100,1,1,"Milwaukee","MIL","Sundevils",15651,21373,20637,0,0,0,0,5
