date,summary,message_id,team_id_0,player_id_0_0,draft_round_0_0,draft_team_0_0,player_id_0_1,draft_round_0_1,draft_team_0_1,player_id_0_2,draft_round_0_2,draft_team_0_2,player_id_0_3,draft_round_0_3,draft_team_0_3,player_id_0_4,draft_round_0_4,draft_team_0_4,cash_0,team_id_1,player_id_1_0,draft_round_1_0,draft_team_1_0,player_id_1_1,draft_round_1_1,draft_team_1_1,player_id_1_2,draft_round_1_2,draft_team_1_2,player_id_1_3,draft_round_1_3,draft_team_1_3,player_id_1_4,draft_round_1_4,draft_team_1_4,cash_1
"2018-7-11","The <San Francisco Revolution:team#5> trade 34-year-old starting pitcher <Marco Cruz:player#1379> to the <Charlotte Mercenaries:team#19> for 23-year-old  minor league starting pitcher <Ken Parr:player#1562> and 21-year-old  minor league reliever <Billy To",1553,5,1379,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,19,1562,0,'',4827,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-11","The <New Orleans Mavericks:team#22> trade 31-year-old first baseman <Mike Gomez:player#977> to the <Cleveland White Knights:team#15> for 18-year-old  minor league starting pitcher <Jerry Thompson:player#91>.",1555,22,977,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,15,91,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-12","The <Newport News Donkeys:team#28> trade 28-year-old closer <James George:player#687> to the <Grand Rapids Prairie Thunder:team#30> for 20-year-old  minor league reliever <Jesse Wiley:player#3281> and 23-year-old  minor league first baseman <Milan Stankov",1564,28,687,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,30,3281,0,'',1547,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-14","The <San Francisco Revolution:team#5> trade 36-year-old right fielder <Mike Stout:player#654> to the <Sacramento Predators:team#29> for 18-year-old  minor league second baseman <Matthew Meier:player#4559> and 21-year-old  minor league left fielder <Victor",1572,5,654,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,29,4559,0,'',3118,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-14","The <Newport News Donkeys:team#28> trade 32-year-old starting pitcher <Brian Beckman:player#1800> to the <Jacksonville Swarm:team#12> for 20-year-old  minor league catcher <Andrew Duggan:player#5078> and 22-year-old  minor league catcher <Todd Robertson:p",1573,28,1800,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,12,5078,0,'',3054,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-14","The <Newport News Donkeys:team#28> trade 28-year-old reliever <Luis Martinez:player#684> to the <Houston Hawks:team#2> for 19-year-old  minor league shortstop <Zhang-sung Lan:player#3995>, 21-year-old  minor league reliever <Elijah Cherry:player#2947> and",1574,28,684,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,2,3995,0,'',2947,0,'',2883,0,'',0,0,'',0,0,'',0
"2018-7-15","The <New Orleans Mavericks:team#22> trade 36-year-old second baseman <Danny Sgorion:player#978> and 24-year-old reliever <Dave York:player#2736> to the <Seattle Crusaders:team#23> for 23-year-old  minor league reliever <Luis Rivera:player#2789> and 23-yea",1583,22,978,0,'',2736,0,'',0,0,'',0,0,'',0,0,'',0,23,2789,0,'',2934,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-16","The <Fresno Bees:team#6> trade 27-year-old third baseman <Brian Stokes:player#602> to the <Jacksonville Swarm:team#12> for 28-year-old catcher <Willie Gonzalez:player#74> and 23-year-old  minor league shortstop <Cody Proby:player#2331>.",1615,6,602,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,12,74,0,'',2331,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-16","The <Charlotte Mercenaries:team#19> trade 29-year-old reliever <Adam Gray:player#775> to the <Seattle Crusaders:team#23> for 23-year-old  minor league second baseman <Nate Singleton:player#2800> and 21-year-old  minor league reliever <John Holt:player#291",1616,19,775,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,23,2800,0,'',2911,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-18","The <Milwaukee Sundevils:team#18> trade 25-year-old right fielder <David Gonzales:player#924> to the <San Diego Yaks:team#8> for 27-year-old first baseman <Randy Brott:player#527> and 23-year-old right fielder <Prince Lewis:player#518>.",1625,18,924,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,8,527,0,'',518,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-19","The <Newport News Donkeys:team#28> trade 30-year-old right fielder <Adam Hardenbergh:player#698> to the <Mesa Sluggers:team#25> for 22-year-old  minor league third baseman <Josh Hubay:player#3941>.",1630,28,698,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,25,3941,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-19","The <Charlotte Mercenaries:team#19> trade 36-year-old reliever <Jason Fitzgerald:player#773> to the <Houston Hawks:team#2> for 27-year-old catcher <Ernie Scheetz:player#193> and 19-year-old  minor league catcher <Zachary Owens:player#4747>.",1632,19,773,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,2,193,0,'',4747,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-19","The <Philadelphia Sabres:team#13> trade 27-year-old first baseman <Josh Ratliff:player#15> to the <Denver Bucs:team#9> for 23-year-old  minor league shortstop <Ricky Flores:player#3604> and 25-year-old  minor league reliever <Ruben Mendoza:player#2525>.",1633,13,15,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,9,3604,0,'',2525,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-19","The <Philadelphia Sabres:team#13> trade 32-year-old catcher <Gerardo Torres:player#14> to the <Omaha Rangers:team#10> for 23-year-old  minor league starting pitcher <Cody Hurt:player#2576> and 21-year-old  minor league center fielder <Brian Pedigo:player#",1634,13,14,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,10,2576,0,'',1428,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-20","The <Las Vegas Privateers:team#1> trade 28-year-old closer <Nick Craig:player#459> and 19-year-old  minor league left fielder <Jonathan Fabricant:player#8414> to the <Mesa Sluggers:team#25> for 23-year-old starting pitcher <Manuel Perez:player#2659>, 18-y",1641,1,459,0,'',8414,0,'',0,0,'',0,0,'',0,0,'',0,25,2659,0,'',4754,0,'',2662,0,'',0,0,'',0,0,'',0
"2018-7-22","The <Seattle Crusaders:team#23> trade 26-year-old shortstop <Jarrod DiPlacido:player#1331> and 22-year-old  minor league shortstop <Bill Wright:player#9288> to the <Fresno Bees:team#6> for 40-year-old starting pitcher <Rich Wilson:player#587>.",1648,23,1331,0,'',9288,0,'',0,0,'',0,0,'',0,0,'',0,6,587,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-24","The <Columbus Americans:team#21> trade 28-year-old left fielder <Jeremy Bauman:player#834> to the <Jacksonville Swarm:team#12> for 24-year-old reliever <Alex Hernandez:player#2315> and 24-year-old  minor league closer <Glen Shelton:player#2322>.",1679,21,834,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,12,2315,0,'',2322,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-24","The <Seattle Crusaders:team#23> trade 30-year-old starting pitcher <Bryan Pendleton:player#1307> and 20-year-old  minor league starting pitcher <Jeff Crane:player#1310> to the <Houston Hawks:team#2> for 36-year-old first baseman <Rusty Garrett:player#206>",1680,23,1307,0,'',1310,0,'',0,0,'',0,0,'',0,0,'',0,2,206,0,'',2939,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-27","The <Miami Badlanders:team#16> trade 28-year-old catcher <Miguel Corella:player#733> to the <Ft. Worth Dingos:team#27> for 31-year-old reliever <Matt Thomas:player#998> and 22-year-old  minor league second baseman <Nate Lackovic:player#3030>.",1695,16,733,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,27,998,0,'',3030,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-29","The <San Francisco Revolution:team#5> trade 29-year-old third baseman <Jose Cortes:player#650> to the <Mesa Sluggers:team#25> for 20-year-old  minor league left fielder <Mike Eastman:player#1146> and 24-year-old  minor league left fielder <Robby Hanby:pla",1702,5,650,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,25,1146,0,'',2672,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-30","The <Phoenix Cowboys:team#20> trade 29-year-old reliever <Justin McGee:player#1181> and 19-year-old  minor league reliever <Attilio Valdez:player#5284> to the <Oklahoma City Eagles:team#24> for 31-year-old third baseman <Jose Valdez:player#1052>.",1734,20,1181,0,'',5284,0,'',0,0,'',0,0,'',0,0,'',0,24,1052,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-30","The <Memphis Black Knights:team#4> trade 38-year-old shortstop <Jessie Boyd:player#155> and 22-year-old  minor league starting pitcher <Rob Austin:player#2990> to the <Cleveland White Knights:team#15> for 33-year-old second baseman <Luis Santana:player#10",1735,4,155,0,'',2990,0,'',0,0,'',0,0,'',0,0,'',0,15,106,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-30","The <New Orleans Mavericks:team#22> trade 32-year-old right fielder <Emiliano Attene:player#976> and $80,900 in cash to the <San Francisco Revolution:team#5> for 22-year-old  minor league reliever <Israel Murcia:player#3259>.",1737,22,976,0,'',0,0,'',0,0,'',0,0,'',0,0,'',80900,5,3259,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-30","The <Milwaukee Sundevils:team#18> trade 31-year-old center fielder <Kyle Davis:player#922> to the <San Diego Yaks:team#8> for 32-year-old second baseman <Jesse Kostakis:player#515> and 22-year-old reliever <Eddie Belmontes:player#497>.",1738,18,922,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,8,515,0,'',497,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-31","The <Charlotte Mercenaries:team#19> trade 28-year-old reliever <Josh Rhum:player#774> and 22-year-old  minor league third baseman <Andy Bryant:player#9412> to the <Houston Hawks:team#2> for 23-year-old  minor league closer <Preston Beamon:player#2865>.",1743,19,774,0,'',9412,0,'',0,0,'',0,0,'',0,0,'',0,2,2865,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-31","The <Omaha Rangers:team#10> trade 28-year-old left fielder <Josh Grant:player#252> and 21-year-old  minor league third baseman <Tony Lopez:player#9393> to the <Sacramento Predators:team#29> for 28-year-old starting pitcher <Eduardo Medina:player#1219> and",1744,10,252,0,'',9393,0,'',0,0,'',0,0,'',0,0,'',0,29,1219,0,'',4547,0,'',0,0,'',0,0,'',0,0,'',0
"2018-7-31","The <New Orleans Mavericks:team#22> trade 37-year-old catcher <Todd Foster:player#959> to the <Newport News Donkeys:team#28> for 17-year-old  minor league second baseman <Brent Gregory:player#2463>.",1745,22,959,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,28,2463,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-8-18","The <Columbus Americans:team#21> trade 38-year-old reliever <Brian Pikes:player#820> and 24-year-old  minor league shortstop <Jon Schabel:player#2174> to the <Fresno Bees:team#6> for 23-year-old  minor league reliever <Jorge Rey:player#3410>, 24-year-old ",1899,21,820,0,'',2174,0,'',0,0,'',0,0,'',0,0,'',0,6,3410,0,'',600,0,'',3414,0,'',0,0,'',0,0,'',0
"2018-11-25","The <Memphis Black Knights:team#4> trade 27-year-old catcher <Art Johnson:player#1675> and 23-year-old  minor league second baseman <Colin Johnson:player#5365> to the <Jacksonville Swarm:team#12> for 33-year-old reliever <Evan Hopkins:player#55>, 22-year-",2441,4,1675,0,'',5365,0,'',0,0,'',0,0,'',0,0,'',0,12,55,0,'',67,0,'',0,0,'',0,0,'',0,0,'',1900000
"2018-11-29","The <Seattle Crusaders:team#23> trade 38-year-old starting pitcher <Marty Anastasiadis:player#1308> and 21-year-old  minor league starting pitcher <Bobby Levert:player#2939> to the <Fresno Bees:team#6> for 35-year-old shortstop <Juan Victoria:player#603>.",2452,23,1308,0,'',2939,0,'',0,0,'',0,0,'',0,0,'',0,6,603,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2018-12-12","The <Jacksonville Swarm:team#12> trade 34-year-old second baseman <Jonathan Renner:player#76> and 18-year-old  minor league second baseman <Pete Roach:player#5084> to the <San Diego Yaks:team#8> for 36-year-old starting pitcher <Sam Ward:player#499> and $",2490,12,76,0,'',5084,0,'',0,0,'',0,0,'',0,0,'',0,8,499,0,'',0,0,'',0,0,'',0,0,'',0,0,'',5470000
"2018-12-14","The <Dallas Purple Aces:team#7> trade 33-year-old closer <Jessie Pogue:player#281> to the <Tucson Ocelots:team#14> for 22-year-old reliever <Tony Herrera:player#9515>, 19-year-old  minor league center fielder <Alejandro Renison:player#7440> and 22-year-ol",2494,7,281,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,14,9515,0,'',7440,0,'',2435,0,'',0,0,'',0,0,'',0
"2018-12-15","The <Newport News Donkeys:team#28> trade 40-year-old second baseman <Orlando Trejo:player#693> and $1,080,000 in cash to the <Cleveland White Knights:team#15> for 19-year-old  minor league first baseman <Noah Woodard:player#8293> and 24-year-old  minor le",2498,28,693,0,'',0,0,'',0,0,'',0,0,'',0,0,'',1080000,15,8293,0,'',3624,0,'',0,0,'',0,0,'',0,0,'',0
"2018-12-16","The <Mesa Sluggers:team#25> trade 31-year-old reliever <Jacob Beam:player#2028> and 23-year-old reliever <Pierre Vissers:player#3181> to the <Tucson Ocelots:team#14> for 28-year-old catcher <Jose Samora:player#432>.",2499,25,2028,0,'',3181,0,'',0,0,'',0,0,'',0,0,'',0,14,432,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-3-29","The <Miami Badlanders:team#16> trade 27-year-old catcher <Keith Toney:player#753> and 24-year-old starting pitcher <Ruben Sarmiento:player#2760> to the <Houston Hawks:team#2> for 30-year-old starting pitcher <Mike Gilbert:player#186>.",2682,16,753,0,'',2760,0,'',0,0,'',0,0,'',0,0,'',0,2,186,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-5-17","The <Phoenix Cowboys:team#20> trade 20-year-old  minor league center fielder <Nick Bober:player#6490> and 22-year-old  minor league center fielder <Ryan Sullivan:player#9529> to the <Sacramento Predators:team#29> for 24-year-old  minor league reliever <Da",-1,20,6490,0,'',9529,0,'',0,0,'',0,0,'',0,0,'',0,29,2396,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-5-21","The <Grand Rapids Prairie Thunder:team#30> trade 25-year-old first baseman <Sal Echevarria:player#870> to the <Miami Badlanders:team#16> for 33-year-old first baseman <Juan Verdin:player#742> and $1,270,000 in cash.",3726,30,870,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,16,742,0,'',0,0,'',0,0,'',0,0,'',0,0,'',1270000
"2019-6-13","The <Ft. Worth Dingos:team#27> trade 31-year-old right fielder <Adam Hardenbergh:player#698> to the <Charlotte Mercenaries:team#19> for 40-year-old reliever <J.R. McAllister:player#776> and 23-year-old  minor league closer <Josh Buchanan:player#8903>.",3939,27,698,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,19,776,0,'',8903,0,'',0,0,'',0,0,'',0,0,'',0
"2019-6-14","The <Dallas Purple Aces:team#7> trade 24-year-old  minor league first baseman <Jarod Busch:player#2717> and 21-year-old  minor league catcher <Johnny Robinette:player#8883> to the <San Diego Yaks:team#8> for 26-year-old  minor league starting pitcher <Nes",-1,7,2717,0,'',8883,0,'',0,0,'',0,0,'',0,0,'',0,8,2837,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-6-21","The <Mesa Sluggers:team#25> trade 23-year-old  minor league second baseman <Bobby Gann:player#9502> to the <Seattle Crusaders:team#23> for 29-year-old  minor league starting pitcher <Chris Secor:player#1697>.",-1,25,9502,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,23,1697,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-6-24","The <Fresno Bees:team#6> trade 31-year-old second baseman <Mel Murillo:player#559> to the <Ft. Worth Dingos:team#27> for 24-year-old reliever <Bryan Gray:player#2140>.",4031,6,559,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,27,2140,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-3","The <Ft. Worth Dingos:team#27> trade 27-year-old left fielder <Franklin Gallegos:player#300>, 20-year-old  minor league starting pitcher <C.J. Johnson:player#5824> and $2,230,000 in cash to the <San Francisco Revolution:team#5> for 27-year-old catcher <Ed",4134,27,300,0,'',5824,0,'',0,0,'',0,0,'',0,0,'',2230000,5,1389,0,'',4199,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-6","The <Las Vegas Privateers:team#1> trade 37-year-old catcher <Danny Barrera:player#419> to the <New Orleans Mavericks:team#22> for 24-year-old  minor league reliever <Andres Arce:player#1312>.",4156,1,419,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,22,1312,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-6","The <Newport News Donkeys:team#28> trade 25-year-old left fielder <Andrew Berkenpas:player#11125> and 19-year-old  minor league second baseman <Joe Deming:player#7636> to the <Long Beach Horsemen:team#3> for 26-year-old second baseman <Jimmy Radcliffe:pla",4157,28,11125,0,'',7636,0,'',0,0,'',0,0,'',0,0,'',0,3,2692,0,'',9516,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-6","The <Oklahoma City Eagles:team#24> trade 30-year-old reliever <Jordan Harris:player#1076> to the <Charlotte Mercenaries:team#19> for 24-year-old  minor league right fielder <Adam Molloy:player#2571> and 23-year-old  minor league third baseman <Josh Burris",4158,24,1076,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,19,2571,0,'',5259,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-9","The <Philadelphia Sabres:team#13> trade 22-year-old  minor league center fielder <Brian Pedigo:player#1428> and 19-year-old  minor league catcher <Jesse Wiggins:player#9508> to the <Oklahoma City Eagles:team#24> for 36-year-old starting pitcher <Walt Joha",4199,13,1428,0,'',9508,0,'',0,0,'',0,0,'',0,0,'',0,24,1265,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-10","The <Long Beach Horsemen:team#3> trade 37-year-old reliever <Edgar Nieblas:player#1137> and 22-year-old  minor league starting pitcher <Gary Salsman:player#2679> to the <Miami Badlanders:team#16> for 30-year-old catcher <Tyler Latson:player#58>.",4200,3,1137,0,'',2679,0,'',0,0,'',0,0,'',0,0,'',0,16,58,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-10","The <Cleveland White Knights:team#15> trade 23-year-old  minor league third baseman <Dan Lawrence:player#8817> and 22-year-old  minor league first baseman <Rafael Torres:player#8935> to the <Charlotte Mercenaries:team#19> for 33-year-old  minor league rig",-1,15,8817,0,'',8935,0,'',0,0,'',0,0,'',0,0,'',0,19,976,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-11","The <New Orleans Mavericks:team#22> trade 31-year-old second baseman <Roy Morton:player#965> to the <Memphis Black Knights:team#4> for 23-year-old  minor league right fielder <Joe Harmon:player#9016>.",4206,22,965,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0,4,9016,0,'',0,0,'',0,0,'',0,0,'',0,0,'',0
"2019-7-11","The <Ft. Worth Dingos:team#27> trade 33-year-old left fielder <John Geiger:player#1023> and 19-year-old  minor league left fielder <Kevin Gordon:player#6569> to the <Phoenix Cowboys:team#20> for 19-year-old  minor league reliever <Jason Power:player#3546>",4207,27,1023,0,'',6569,0,'',0,0,'',0,0,'',0,0,'',0,20,3546,0,'',2474,0,'',0,0,'',0,0,'',0,0,'',0
