team_id,year,league_id,sub_league_id,division_id,g,w,l,pos,pct,gb,streak,magic_number
10,2022,100,0,1,163,90,73,2,0.5521,23.5000,2,1000
10,2023,100,0,1,162,90,72,2,0.5556,17.0000,2,1000
10,2024,100,0,1,162,97,65,1,0.5988,0.0000,-1,-10
10,2025,100,0,1,162,84,78,2,0.5185,4.0000,3,1000
10,2026,100,0,1,162,81,81,3,0.5000,21.0000,-4,1000
10,2027,100,0,1,162,92,70,1,0.5679,0.0000,1,-1
10,2028,100,0,1,162,81,81,3,0.5000,13.0000,-3,1000
10,2029,100,0,1,162,101,61,1,0.6235,0.0000,4,-13
10,2030,100,0,1,162,82,80,4,0.5062,4.0000,-3,1000
10,2031,100,0,1,162,88,74,2,0.5432,5.0000,1,1000
10,2032,100,0,1,162,90,72,2,0.5556,8.0000,-1,1000
10,2033,100,0,1,162,85,77,3,0.5247,9.0000,-1,1000
10,2034,100,0,1,162,82,80,4,0.5062,10.0000,-3,1000
11,2018,100,0,1,162,62,100,5,0.3827,43.0000,1,1000
11,2019,100,0,1,162,82,80,3,0.5062,10.0000,-2,1000
11,2020,100,0,1,162,70,92,4,0.4321,27.0000,1,1000
11,2021,100,0,1,162,75,87,4,0.4630,28.0000,-1,1000
11,2022,100,0,1,162,73,89,4,0.4506,40.0000,-1,1000
11,2023,100,0,1,162,80,82,3,0.4938,27.0000,-2,1000
11,2024,100,0,1,162,71,91,5,0.4383,26.0000,-3,1000
11,2025,100,0,1,162,74,88,3,0.4568,14.0000,-1,1000
11,2026,100,0,1,162,102,60,1,0.6296,0.0000,1,-18
11,2027,100,0,1,162,90,72,2,0.5556,2.0000,1,1000
11,2028,100,0,1,162,80,82,4,0.4938,14.0000,2,1000
11,2029,100,0,1,162,85,77,3,0.5247,16.0000,-2,1000
11,2030,100,0,1,162,84,78,3,0.5185,2.0000,1,1000
11,2031,100,0,1,162,71,91,5,0.4383,22.0000,-5,1000
11,2032,100,0,1,162,63,99,5,0.3889,35.0000,1,1000
11,2033,100,0,1,162,69,93,5,0.4259,25.0000,-2,1000
11,2034,100,0,1,162,77,85,5,0.4753,15.0000,-2,1000
12,2018,100,0,0,162,81,81,3,0.5000,10.0000,-2,1000
12,2019,100,0,0,162,79,83,4,0.4877,29.0000,-1,1000
12,2020,100,0,0,162,79,83,4,0.4877,7.0000,1,1000
12,2021,100,0,0,162,96,66,1,0.5926,0.0000,3,-5
12,2022,100,0,0,162,106,56,1,0.6543,0.0000,-3,-1
12,2023,100,0,0,162,108,54,1,0.6667,0.0000,3,-8
12,2024,100,0,0,162,85,77,2,0.5247,17.0000,1,1000
12,2025,100,0,0,162,61,101,5,0.3765,38.0000,-1,1000
12,2026,100,0,0,162,66,96,5,0.4074,30.0000,-1,1000
12,2027,100,0,0,162,50,112,5,0.3086,46.0000,-2,1000
12,2028,100,0,0,162,66,96,5,0.4074,27.0000,-2,1000
12,2029,100,0,0,162,70,92,5,0.4321,28.0000,-1,1000
12,2030,100,0,0,162,77,85,4,0.4753,30.0000,-1,1000
12,2031,100,0,0,162,70,92,5,0.4321,22.0000,-1,1000
12,2032,100,0,0,162,72,90,5,0.4444,23.0000,3,1000
12,2033,100,0,0,162,77,85,3,0.4753,12.0000,-3,1000
12,2034,100,0,0,162,81,81,3,0.5000,8.0000,1,1000
13,2018,100,0,0,162,64,98,5,0.3951,27.0000,-3,1000
13,2019,100,0,0,162,87,75,3,0.5370,21.0000,1,1000
13,2020,100,0,0,162,69,93,5,0.4259,17.0000,1,1000
13,2021,100,0,0,162,66,96,5,0.4074,30.0000,-6,1000
13,2022,100,0,0,162,56,106,5,0.3457,50.0000,1,1000
13,2023,100,0,0,162,41,121,5,0.2531,67.0000,1,1000
13,2024,100,0,0,162,67,95,4,0.4136,35.0000,1,1000
13,2025,100,0,0,162,78,84,3,0.4815,21.0000,1,1000
13,2026,100,0,0,162,95,67,2,0.5864,1.0000,1,1000
13,2027,100,0,0,162,89,73,3,0.5494,7.0000,-1,1000
13,2028,100,0,0,162,91,71,2,0.5617,2.0000,-1,1000
13,2029,100,0,0,162,98,64,1,0.6049,0.0000,2,-11
13,2030,100,0,0,162,107,55,1,0.6605,0.0000,6,-19
13,2031,100,0,0,162,85,77,2,0.5247,7.0000,-3,1000
13,2032,100,0,0,162,90,72,2,0.5556,5.0000,2,1000
13,2033,100,0,0,162,76,86,4,0.4691,13.0000,2,1000
13,2034,100,0,0,162,71,91,5,0.4383,18.0000,-1,1000
14,2018,100,0,1,162,79,83,3,0.4877,26.0000,-1,1000
14,2019,100,0,1,162,92,70,1,0.5679,0.0000,2,-3
14,2020,100,0,1,162,97,65,1,0.5988,0.0000,2,-6
14,2021,100,0,1,162,103,59,1,0.6358,0.0000,5,-17
14,2022,100,0,1,162,113,49,1,0.6975,0.0000,8,-23
14,2023,100,0,1,162,107,55,1,0.6605,0.0000,1,-16
14,2024,100,0,1,162,86,76,2,0.5309,11.0000,1,1000
14,2025,100,0,1,162,88,74,1,0.5432,0.0000,1,-3
14,2026,100,0,1,162,83,79,2,0.5123,19.0000,3,1000
14,2027,100,0,1,162,78,84,3,0.4815,14.0000,-1,1000
14,2028,100,0,1,162,90,72,2,0.5556,4.0000,-1,1000
14,2029,100,0,1,162,84,78,4,0.5185,17.0000,2,1000
14,2030,100,0,1,162,85,77,2,0.5247,1.0000,3,1000
14,2031,100,0,1,162,93,69,1,0.5741,0.0000,-1,-4
14,2032,100,0,1,162,98,64,1,0.6049,0.0000,-1,-7
14,2033,100,0,1,162,73,89,4,0.4506,21.0000,2,1000
14,2034,100,0,1,162,87,75,3,0.5370,5.0000,2,1000
15,2018,100,0,0,162,79,83,4,0.4877,12.0000,-1,1000
15,2019,100,0,0,162,108,54,1,0.6667,0.0000,8,-18
15,2020,100,0,0,162,82,80,2,0.5062,4.0000,2,1000
15,2021,100,0,0,162,90,72,2,0.5556,6.0000,3,1000
15,2022,100,0,0,162,104,58,2,0.6420,2.0000,5,1000
15,2023,100,0,0,162,99,63,2,0.6111,9.0000,1,1000
15,2024,100,0,0,162,102,60,1,0.6296,0.0000,2,-16
15,2025,100,0,0,162,99,63,1,0.6111,0.0000,-2,-2
15,2026,100,0,0,162,96,66,1,0.5926,0.0000,4,0
15,2027,100,0,0,162,96,66,1,0.5926,0.0000,1,-6
15,2028,100,0,0,162,93,69,1,0.5741,0.0000,3,-1
15,2029,100,0,0,162,84,78,3,0.5185,14.0000,1,1000
15,2030,100,0,0,162,87,75,2,0.5370,20.0000,-1,1000
15,2031,100,0,0,162,92,70,1,0.5679,0.0000,1,-6
15,2032,100,0,0,162,95,67,1,0.5864,0.0000,3,-4
15,2033,100,0,0,162,82,80,2,0.5062,7.0000,3,1000
15,2034,100,0,0,162,89,73,1,0.5494,0.0000,-1,-7
16,2018,100,1,0,162,99,63,1,0.6111,0.0000,3,-15
16,2019,100,1,0,162,70,92,5,0.4321,37.0000,-1,1000
16,2020,100,1,0,163,90,73,2,0.5521,5.5000,2,1000
16,2021,100,1,0,162,63,99,5,0.3889,49.0000,1,1000
16,2022,100,1,0,162,57,105,5,0.3519,66.0000,1,1000
16,2023,100,1,0,162,63,99,5,0.3889,27.0000,1,1000
16,2024,100,1,0,162,65,97,5,0.4012,29.0000,-9,1000
16,2025,100,1,0,162,80,82,3,0.4938,12.0000,-1,1000
16,2026,100,1,0,162,77,85,2,0.4753,16.0000,-3,1000
16,2027,100,1,0,162,90,72,2,0.5556,1.0000,-1,1000
16,2028,100,1,0,162,82,80,3,0.5062,3.0000,-4,1000
16,2029,100,1,0,163,93,70,1,0.5706,0.0000,2,-1
16,2030,100,1,0,162,97,65,1,0.5988,0.0000,3,-16
16,2031,100,1,0,164,92,72,2,0.5610,0.5000,-1,1000
16,2032,100,1,0,162,89,73,2,0.5494,2.0000,3,1000
16,2033,100,1,0,162,81,81,3,0.5000,10.0000,-1,1000
16,2034,100,1,0,162,75,87,3,0.4630,15.0000,-1,1000
17,2018,100,1,2,162,92,70,1,0.5679,0.0000,1,-3
17,2019,100,1,2,162,100,62,1,0.6173,0.0000,-1,-14
17,2020,100,1,2,162,90,72,2,0.5556,3.0000,-2,1000
17,2021,100,1,2,162,92,70,2,0.5679,6.0000,-1,1000
17,2022,100,1,2,162,84,78,3,0.5185,14.0000,4,1000
17,2023,100,1,2,162,58,104,5,0.3580,42.0000,-1,1000
17,2024,100,1,2,162,86,76,2,0.5309,17.0000,-1,1000
17,2025,100,1,2,163,89,74,2,0.5460,8.5000,7,1000
17,2026,100,1,2,162,80,82,4,0.4938,8.0000,5,1000
17,2027,100,1,2,162,77,85,3,0.4753,9.0000,-1,1000
17,2028,100,1,2,162,59,103,5,0.3642,38.0000,-4,1000
17,2029,100,1,2,162,66,96,5,0.4074,23.0000,-3,1000
17,2030,100,1,2,162,75,87,4,0.4630,26.0000,4,1000
17,2031,100,1,2,162,75,87,5,0.4630,20.0000,2,1000
17,2032,100,1,2,162,83,79,3,0.5123,18.0000,-4,1000
17,2033,100,1,2,162,75,87,4,0.4630,23.0000,-2,1000
17,2034,100,1,2,162,80,82,4,0.4938,15.0000,1,1000
18,2018,100,1,1,162,82,80,3,0.5062,20.0000,4,1000
18,2019,100,1,1,162,81,81,3,0.5000,9.0000,1,1000
18,2020,100,1,1,162,85,77,2,0.5247,2.0000,-1,1000
18,2021,100,1,1,162,75,87,3,0.4630,10.0000,-2,1000
18,2022,100,1,1,162,70,92,5,0.4321,21.0000,1,1000
18,2023,100,1,1,162,65,97,5,0.4012,28.0000,1,1000
18,2024,100,1,1,162,71,91,4,0.4383,49.0000,-1,1000
18,2025,100,1,1,162,82,80,4,0.5062,17.0000,-1,1000
18,2026,100,1,1,162,85,77,3,0.5247,8.0000,1,1000
18,2027,100,1,1,162,95,67,1,0.5864,0.0000,1,0
18,2028,100,1,1,162,86,76,2,0.5309,3.0000,-1,1000
18,2029,100,1,1,162,63,99,5,0.3889,35.0000,1,1000
18,2030,100,1,1,162,60,102,5,0.3704,32.0000,1,1000
18,2031,100,1,1,162,93,69,1,0.5741,0.0000,4,-8
18,2032,100,1,1,162,80,82,3,0.4938,7.0000,-1,1000
18,2033,100,1,1,162,70,92,5,0.4321,18.0000,2,1000
18,2034,100,1,1,162,68,94,5,0.4198,23.0000,2,1000
19,2018,100,1,0,162,68,94,4,0.4198,31.0000,-3,1000
19,2019,100,1,0,162,82,80,2,0.5062,25.0000,-2,1000
19,2020,100,1,0,162,75,87,4,0.4630,20.0000,-1,1000
19,2021,100,1,0,162,72,90,3,0.4444,40.0000,3,1000
19,2022,100,1,0,162,63,99,4,0.3889,60.0000,-4,1000
19,2023,100,1,0,162,79,83,4,0.4877,11.0000,-1,1000
19,2024,100,1,0,162,94,68,1,0.5802,0.0000,4,-5
19,2025,100,1,0,162,92,70,1,0.5679,0.0000,1,-4
19,2026,100,1,0,162,93,69,1,0.5741,0.0000,1,-15
19,2027,100,1,0,162,91,71,1,0.5617,0.0000,-2,0
19,2028,100,1,0,162,85,77,1,0.5247,0.0000,-5,-1
19,2029,100,1,0,163,92,71,2,0.5644,1.0000,-2,1000
19,2030,100,1,0,162,77,85,3,0.4753,20.0000,-2,1000
19,2031,100,1,0,163,92,71,1,0.5644,0.0000,4,-1
19,2032,100,1,0,162,91,71,1,0.5617,0.0000,4,-1
19,2033,100,1,0,162,78,84,4,0.4815,13.0000,-1,1000
19,2034,100,1,0,162,88,74,2,0.5432,2.0000,-1,1000
20,2018,100,1,2,162,88,74,2,0.5432,4.0000,4,1000
20,2019,100,1,2,162,78,84,3,0.4815,22.0000,-1,1000
20,2020,100,1,2,162,87,75,3,0.5370,6.0000,1,1000
20,2021,100,1,2,162,98,64,1,0.6049,0.0000,2,-5
20,2022,100,1,2,162,98,64,1,0.6049,0.0000,3,-12
20,2023,100,1,2,162,100,62,1,0.6173,0.0000,-1,-12
20,2024,100,1,2,162,103,59,1,0.6358,0.0000,1,-16
20,2025,100,1,2,162,97,65,1,0.5988,0.0000,2,-8
20,2026,100,1,2,162,87,75,2,0.5370,1.0000,3,1000
20,2027,100,1,2,162,82,80,2,0.5062,4.0000,-1,1000
20,2028,100,1,2,162,92,70,2,0.5679,5.0000,7,1000
20,2029,100,1,2,162,89,73,1,0.5494,0.0000,3,-6
20,2030,100,1,2,162,101,61,1,0.6235,0.0000,3,-14
20,2031,100,1,2,162,90,72,2,0.5556,5.0000,1,1000
20,2032,100,1,2,162,81,81,4,0.5000,20.0000,1,1000
20,2033,100,1,2,162,96,66,2,0.5926,2.0000,-2,1000
20,2034,100,1,2,162,91,71,2,0.5617,4.0000,2,1000
21,2018,100,1,0,162,62,100,5,0.3827,37.0000,1,1000
21,2019,100,1,0,162,71,91,4,0.4383,36.0000,-1,1000
21,2020,100,1,0,163,89,74,3,0.5460,6.5000,-1,1000
21,2021,100,1,0,163,89,74,2,0.5460,23.5000,1,1000
21,2022,100,1,0,162,85,77,2,0.5247,38.0000,2,1000
21,2023,100,1,0,162,90,72,1,0.5556,0.0000,-1,-3
21,2024,100,1,0,162,70,92,3,0.4321,24.0000,1,1000
21,2025,100,1,0,162,74,88,4,0.4568,18.0000,1,1000
21,2026,100,1,0,162,76,86,3,0.4691,17.0000,-1,1000
21,2027,100,1,0,162,80,82,3,0.4938,11.0000,-2,1000
21,2028,100,1,0,162,74,88,5,0.4568,11.0000,-1,1000
21,2029,100,1,0,162,80,82,3,0.4938,12.5000,1,1000
21,2030,100,1,0,162,80,82,2,0.4938,17.0000,-1,1000
21,2031,100,1,0,163,91,72,3,0.5583,1.0000,-1,1000
21,2032,100,1,0,162,79,83,3,0.4877,12.0000,-2,1000
21,2033,100,1,0,162,91,71,1,0.5617,0.0000,1,-4
21,2034,100,1,0,162,75,87,4,0.4630,15.0000,-3,1000
22,2018,100,1,1,162,60,102,5,0.3704,42.0000,-1,1000
22,2019,100,1,1,162,62,100,5,0.3827,28.0000,-1,1000
22,2020,100,1,1,162,81,81,4,0.5000,6.0000,1,1000
22,2021,100,1,1,162,85,77,1,0.5247,0.0000,1,-2
22,2022,100,1,1,162,91,71,1,0.5617,0.0000,-1,-9
22,2023,100,1,1,162,93,69,1,0.5741,0.0000,-1,-11
22,2024,100,1,1,162,87,75,2,0.5370,33.0000,-5,1000
22,2025,100,1,1,162,95,67,2,0.5864,4.0000,-1,1000
22,2026,100,1,1,162,82,80,4,0.5062,11.0000,-1,1000
22,2027,100,1,1,162,94,68,2,0.5802,1.0000,-1,1000
22,2028,100,1,1,162,83,79,4,0.5123,6.0000,1,1000
22,2029,100,1,1,162,98,64,1,0.6049,0.0000,-1,-8
22,2030,100,1,1,162,89,73,3,0.5494,3.0000,-4,1000
22,2031,100,1,1,162,78,84,3,0.4815,15.0000,-4,1000
22,2032,100,1,1,162,87,75,1,0.5370,0.0000,2,-4
22,2033,100,1,1,162,82,80,3,0.5062,6.0000,1,1000
22,2034,100,1,1,162,91,71,1,0.5617,0.0000,6,-9
23,2018,100,1,2,162,79,83,5,0.4877,13.0000,6,1000
23,2019,100,1,2,162,77,85,4,0.4753,23.0000,1,1000
23,2020,100,1,2,162,81,81,4,0.5000,12.0000,2,1000
23,2021,100,1,2,163,88,75,3,0.5399,10.5000,-1,1000
23,2022,100,1,2,162,73,89,4,0.4506,25.0000,-3,1000
23,2023,100,1,2,163,86,77,3,0.5276,14.5000,-1,1000
23,2024,100,1,2,162,73,89,3,0.4506,30.0000,-3,1000
23,2025,100,1,2,162,66,96,5,0.4074,31.0000,-1,1000
23,2026,100,1,2,162,65,97,5,0.4012,23.0000,2,1000
23,2027,100,1,2,162,67,95,5,0.4136,19.0000,1,1000
23,2028,100,1,2,162,97,65,1,0.5988,0.0000,6,-4
23,2029,100,1,2,162,82,80,2,0.5062,7.0000,-1,1000
23,2030,100,1,2,162,86,76,3,0.5309,15.0000,1,1000
23,2031,100,1,2,162,95,67,1,0.5864,0.0000,2,-4
23,2032,100,1,2,162,101,61,1,0.6235,0.0000,1,-16
23,2033,100,1,2,162,98,64,1,0.6049,0.0000,2,-1
23,2034,100,1,2,162,95,67,1,0.5864,0.0000,-2,-3
24,2018,100,1,1,163,86,77,2,0.5276,16.5000,-2,1000
24,2019,100,1,1,162,65,97,4,0.4012,25.0000,1,1000
24,2020,100,1,1,162,83,79,3,0.5123,4.0000,1,1000
24,2021,100,1,1,162,66,96,5,0.4074,19.0000,1,1000
24,2022,100,1,1,162,79,83,3,0.4877,12.0000,-1,1000
24,2023,100,1,1,162,77,85,4,0.4753,16.0000,1,1000
24,2024,100,1,1,162,85,77,3,0.5247,35.0000,1,1000
24,2025,100,1,1,162,65,97,5,0.4012,34.0000,3,1000
24,2026,100,1,1,162,71,91,5,0.4383,22.0000,1,1000
24,2027,100,1,1,162,72,90,5,0.4444,23.0000,-1,1000
24,2028,100,1,1,162,89,73,1,0.5494,0.0000,4,-2
24,2029,100,1,1,162,85,77,3,0.5247,13.0000,-2,1000
